"ID","Department","To Date","From Date","Company","Total Estimated Budget","ID (Staffing Plan Detail)"
"plan1043","Dispatch - 117","2033-04-08","2033-02-04","17company",215014.0,"82f8852472"
"plan1042","Sales - 113","2032-08-29","2032-07-25","13company",214672.0,"6f294dd5b0"
"plan1041","Dispatch - 116","2033-11-29","2033-09-29","16company",133444.0,"b7ca28877d"
"plan1039","","2032-08-26","2032-06-21","11company",264852.0,"9ff32ad973"
"plan1038","Marketing - 2","2032-10-14","2032-08-10","2company",0.0,"4e30db7a46"
"plan1037","Production - 7","2033-08-27","2033-04-27","7company",103960.0,"4ba0d5007e"
"plan1036","Purchase - 110","2032-11-26","2032-11-07","10company",181078.0,"99b21fef39"
"plan1035","Sales - 118","2032-09-15","2032-05-12","18company",204014.0,"dee6af0a93"
"plan1034","Human Resources - 116","2032-06-18","2032-03-11","16company",0.0,"f35edb43c5"
"plan1032","Purchase - 1","2032-10-16","2031-08-04","1company",205962.0,"4161356901"
"plan1031","Sales - 1","2033-10-19","2033-04-17","1company",136826.0,"12aabfdf7d"
"plan1030","Quality Management - 117","2031-10-16","2031-10-13","17company",180486.0,"b33806af38"
"plan1029","Management - 114","2032-10-13","2031-01-03","14company",180348.0,"c1086e4217"
"plan1028","Operations - 8","2032-11-29","2031-11-21","8company",134472.0,"588c6a9f7c"
"plan1027","Sales - 114","2032-08-25","2032-04-20","14company",0.0,"9f4906e875"
"plan1026","Production - 9","2031-11-19","2031-09-11","9company",231992.0,"5cc0ea346f"
"plan1025","Production - 113","2032-07-15","2032-03-10","13company",0.0,"279fac45e4"
"plan1024","Production - 115","2032-11-29","2032-11-29","15company",130560.0,"4985f6d204"
"plan1023","Production - 116","2032-11-28","2031-11-26","16company",287428.0,"dd0d327321"
"plan1022","Sales - 4","2031-08-29","2031-01-28","4company",207714.0,"6275184779"
"plan1021","Marketing - 112","2032-03-02","2032-03-01","12company",168176.0,"bfa5c76687"
"plan1020","Operations - 9","2032-11-22","2032-08-13","9company",264506.0,"d578294ec5"
"plan1019","Legal - 114","2032-10-20","2031-10-14","14company",115184.0,"962c508367"
"plan1018","Quality Management - 118","2032-04-22","2032-04-16","18company",0.0,"3c2f51f8a5"
"plan1017","Sales - 112","2031-04-29","2031-01-29","12company",241278.0,"2850e6ca92"
"plan1016","Sales - 6","2031-11-27","2031-11-22","6company",0.0,"637dc6d6b8"
"plan1015","Purchase - 117","2031-06-16","2031-05-09","17company",218128.0,"4053f374e6"
"plan1014","Customer Service - 113","2032-11-25","2032-03-18","13company",265204.0,"acf9e5551c"
"plan1013","Quality Management - 115","2032-05-27","2031-02-27","15company",232802.0,"424d95e687"
"plan1012","Purchase - 5","2032-07-18","2032-03-17","5company",191318.0,"9c7b41b6c5"
"plan1011","Human Resources - 5","2033-08-24","2033-07-14","5company",0.0,"6d38b3ebfe"
"plan1010","Marketing - 116","2033-10-25","2033-10-20","16company",106656.0,"37d43e4fbf"
"plan1009","Sales - 8","2032-10-19","2032-05-19","8company",294194.0,"77eb8279a9"
"plan1008","Production - 1","2033-11-28","2033-09-20","1company",288530.0,"fc2e6502c3"
"plan1007","Purchase - 6","2033-06-13","2033-03-07","6company",251244.0,"e333db674f"
"plan1006","Marketing - 7","2032-11-22","2031-08-22","7company",161516.0,"7a567c974b"
"plan1005","Purchase - 118","2033-11-29","2033-11-01","18company",102244.0,"a54dad99d0"
"plan1004","Production - 118","2032-07-22","2031-01-15","18company",100862.0,"9cac92c005"
"plan1003","Quality Management - 114","2033-07-13","2033-07-11","14company",107518.0,"4dd2439eff"
"plan1000","Sales - 113","2033-11-15","2033-11-13","13company",117290.0,"b964357071"
"plan1002","Quality Management - 6","2026-11-28","2022-01-28","6company",155110.0,"0ed80c34db"
"plan1001","Human Resources - 116","2031-05-16","2023-04-14","16company",223716.0,"06bdeaa6ba"
"plan5","Research & Development - 4","2022-08-24","2021-07-11","4company",184258.0,"791e458490"
"plan4","Research & Development - 1","2026-11-21","2021-11-14","1company",0.0,"87bb7a03f1"
"plan3","Management - 4","2022-11-17","2021-11-17","4company",234472.0,"8a25f59fa0"
"plan2","Legal - 2","2029-01-28","2023-01-26","2company",287454.0,"9e1185cc64"
"plan1","Sales - 113","2024-04-23","2022-01-21","13company",286464.0,"f8def660a5"
"plan999","","2028-11-29","2026-11-29","11company",0.0,"22b317e906"
"plan997","Production - 6","2026-07-21","2026-03-12","6company",275730.0,"85ac16a2d7"
"plan996","Production - 8","2031-09-28","2031-07-20","8company",261638.0,"3796be2192"
"plan992","Dispatch - 112","2028-09-07","2028-04-03","12company",196014.0,"f201e5b676"
"plan991","Management - 2","2027-08-22","2027-08-16","2company",152408.0,"02579643ef"
"plan990","Customer Service - 3","2030-03-29","2022-03-26","3company",171882.0,"e1b2a5c1c8"
"plan989","Research & Development - 112","2030-11-29","2029-11-28","12company",109962.0,"7b712e99f1"
"plan988","Research & Development - 6","2030-10-22","2029-09-05","6company",274532.0,"4e2518957b"
"plan986","Purchase - 114","2023-08-18","2023-07-18","14company",294830.0,"93df9b9242"
"plan985","","2029-05-20","2022-05-06","11company",215872.0,"e4096f91c6"
"plan984","Sales - 114","2027-05-29","2025-04-26","14company",118700.0,"97ec9370dd"
"plan983","Purchase - 4","2030-11-16","2030-11-03","4company",243576.0,"c6e31028e6"
"plan982","Quality Management - 3","2028-10-24","2026-06-23","3company",112714.0,"f1c0e56b97"
"plan981","Research & Development - 118","2028-09-26","2022-09-19","18company",0.0,"e1cd70b3d6"
"plan980","Purchase - 116","2024-11-09","2023-09-09","16company",204442.0,"5014939106"
"plan978","Operations - 116","2028-10-28","2028-06-16","16company",284126.0,"8114e3e325"
"plan977","Operations - 9","2028-09-29","2025-09-26","9company",106106.0,"a75a4935bb"
"plan976","Dispatch - 3","2027-11-27","2025-10-18","3company",214692.0,"c65b9109b1"
"plan975","Dispatch - 5","2028-10-23","2021-10-17","5company",193622.0,"602589d533"
"plan974","Purchase - 2","2030-11-29","2028-07-29","2company",234708.0,"df353231cf"
"plan972","Customer Service - 114","2030-10-05","2028-08-02","14company",214102.0,"9e02854766"
"plan971","Purchase - 116","2022-11-15","2022-04-11","16company",126842.0,"254cc6b777"
"plan970","Research & Development - 2","2026-03-20","2023-02-05","2company",293092.0,"8be24dc90d"
"plan969","Research & Development - 113","2030-09-22","2027-05-08","13company",104460.0,"dd7473aef4"
"plan968","Management - 8","2027-09-18","2024-02-04","8company",231862.0,"cf2e55f578"
"plan967","Operations - 1","2023-04-18","2023-04-02","1company",142696.0,"9f5d673944"
"plan966","Dispatch - 110","2030-11-07","2021-11-03","10company",141394.0,"7f544e6b2b"
"plan965","Marketing - 6","2028-06-23","2025-04-20","6company",0.0,"0f5e760e23"
"plan964","Marketing - 6","2030-11-27","2030-04-10","6company",172698.0,"079afc5354"
"plan963","Sales - 9","2031-10-27","2031-08-23","9company",125812.0,"c4cfdedc27"
"plan961","Marketing - 112","2031-11-25","2031-11-13","12company",292942.0,"702ed5895a"
"plan960","Research & Development - 110","2026-09-23","2025-09-23","10company",244120.0,"a1bb782b4a"
"plan959","Quality Management - 9","2026-09-24","2026-05-24","9company",214242.0,"76615392a8"
"plan958","Production - 6","2028-11-22","2024-07-13","6company",217494.0,"1b7ad24356"
"plan956","Dispatch - 1","2029-09-07","2024-09-02","1company",235414.0,"c10cada1d0"
"plan955","Production - 7","2030-05-28","2030-01-28","7company",282108.0,"ed818a70de"
"plan954","","2030-09-19","2030-05-14","11company",108484.0,"61a7dfaa3c"
"plan953","Marketing - 6","2029-11-21","2027-10-20","6company",220984.0,"b38f50974e"
"plan952","Management - 4","2025-10-06","2022-10-04","4company",208078.0,"848f7531e5"
"plan951","Research & Development - 117","2030-06-12","2027-05-12","17company",0.0,"4decbd66e4"
"plan948","Customer Service - 115","2028-06-28","2027-06-19","15company",149318.0,"552a065f86"
"plan947","Dispatch - 2","2029-09-28","2021-06-05","2company",276462.0,"c02afcfdd8"
"plan946","Customer Service - 8","2027-05-29","2024-04-25","8company",213444.0,"13109e1276"
"plan945","Human Resources - 4","2027-10-26","2021-10-26","4company",273492.0,"6e1ee84730"
"plan943","","2023-10-21","2023-08-18","11company",206054.0,"e670b7990f"
"plan942","Customer Service - 7","2026-10-17","2025-02-16","7company",246414.0,"08792eef48"
"plan941","Marketing - 110","2031-09-29","2031-03-29","10company",286914.0,"7e71736cc8"
"plan940","Research & Development - 4","2030-11-29","2029-04-23","4company",123862.0,"3a24ab5592"
"plan937","Management - 1","2028-10-25","2027-08-25","1company",131406.0,"c5899a90f5"
"plan934","Legal - 116","2024-05-25","2023-02-13","16company",281506.0,"7f089a22d1"
"plan933","Purchase - 118","2026-01-23","2021-01-20","18company",0.0,"3ae81569e6"
"plan932","","2028-11-28","2028-07-28","11company",138698.0,"6610c835ee"
"plan931","Customer Service - 6","2031-11-29","2031-11-09","6company",216180.0,"d8f979bc64"
"plan930","Operations - 112","2027-11-03","2027-04-02","12company",206230.0,"71408d143a"
"plan929","Sales - 114","2027-07-28","2021-07-21","14company",0.0,"6abbf586a1"
"plan928","","2031-08-13","2031-07-12","11company",0.0,"aca125aff7"
"plan927","Operations - 3","2027-09-29","2024-02-01","3company",266364.0,"c03e57be0c"
"plan925","Management - 9","2031-06-21","2031-03-15","9company",160806.0,"ef4c6abe38"
"plan924","Quality Management - 4","2029-05-14","2029-03-05","4company",282500.0,"8c71ba7dcf"
"plan923","Customer Service - 117","2028-11-18","2021-11-10","17company",108496.0,"d6906ef4bc"
"plan922","Management - 110","2031-10-27","2031-04-10","10company",299396.0,"ac67e54a13"
"plan921","Dispatch - 114","2030-11-28","2028-09-24","14company",173476.0,"563011349d"
"plan920","Marketing - 6","2031-11-19","2031-09-09","6company",0.0,"dc167a3a88"
"plan918","","2026-07-21","2022-04-17","11company",227702.0,"2e25d1c838"
"plan916","Purchase - 117","2024-11-28","2022-07-28","17company",0.0,"6b82c44e48"
"plan915","Production - 117","2028-10-27","2028-09-26","17company",155254.0,"e2dc6b6a1b"
"plan914","Marketing - 117","2031-09-28","2031-07-27","17company",150102.0,"3ba2ec507a"
"plan913","Legal - 4","2027-11-26","2027-11-06","4company",0.0,"bef9437980"
"plan912","Customer Service - 1","2030-08-29","2025-06-29","1company",0.0,"5ea3d41c86"
"plan911","Legal - 2","2030-11-07","2029-08-04","2company",159930.0,"2582eafd1f"
"plan909","Research & Development - 114","2025-06-25","2025-01-10","14company",0.0,"e2e239358f"
"plan908","Human Resources - 9","2030-06-08","2030-05-08","9company",0.0,"adbd7d58a5"
"plan907","Sales - 112","2028-11-21","2028-05-20","12company",275024.0,"fca8a32db1"
"plan906","Operations - 116","2029-03-27","2026-03-06","16company",144792.0,"69e7e3eaf0"
"plan904","Dispatch - 117","2030-11-25","2027-05-12","17company",278604.0,"e8f0217c3d"
"plan903","Quality Management - 5","2026-09-22","2023-06-07","5company",187694.0,"748bb5d80a"
"plan901","Sales - 114","2026-11-15","2026-04-01","14company",207990.0,"f135830a8a"
"plan900","Research & Development - 110","2023-11-26","2023-04-17","10company",234770.0,"3c4a924c13"
"plan899","","2025-11-28","2024-09-26","11company",175276.0,"c07a4c45ad"
"plan898","Production - 115","2030-09-29","2030-06-27","15company",299384.0,"e99c0e5510"
"plan897","Human Resources - 1","2027-11-28","2025-02-28","1company",163734.0,"7090134a93"
"plan896","Purchase - 4","2029-04-29","2029-01-29","4company",146990.0,"ca86fed00a"
"plan895","","2024-04-28","2024-03-28","11company",245420.0,"46a2ddd2f2"
"plan894","Operations - 114","2027-09-23","2025-08-05","14company",251036.0,"eb6ad02d79"
"plan892","Purchase - 117","2030-03-26","2030-03-19","17company",152654.0,"9e7c11e6ce"
"plan891","Production - 110","2029-05-23","2022-05-20","10company",0.0,"abb2447a2c"
"plan890","Purchase - 4","2026-11-11","2024-05-07","4company",101720.0,"51d20c85b9"
"plan889","Production - 116","2029-07-18","2027-01-01","16company",288336.0,"6c9c8b75e9"
"plan888","Management - 113","2028-05-25","2023-04-19","13company",0.0,"ec9e9d144e"
"plan887","Management - 2","2028-01-26","2022-01-23","2company",247028.0,"c662f7ad6d"
"plan886","Purchase - 9","2031-10-16","2031-10-01","9company",0.0,"d5edeee3cd"
"plan885","Management - 3","2028-10-07","2028-10-01","3company",194760.0,"416675e17c"
"plan884","Research & Development - 3","2027-11-25","2023-08-09","3company",160178.0,"5889407870"
"plan883","Dispatch - 5","2024-11-14","2022-10-01","5company",211422.0,"f276778053"
"plan881","Operations - 117","2031-07-21","2031-02-13","17company",142038.0,"5c59ebe8f3"
"plan879","Legal - 9","2031-07-22","2031-06-20","9company",163416.0,"4d1d024258"
"plan878","Quality Management - 8","2024-04-17","2024-02-12","8company",185004.0,"afb77413bc"
"plan877","Customer Service - 5","2026-09-08","2025-07-04","5company",231352.0,"566050ee73"
"plan876","Dispatch - 5","2028-11-10","2028-07-09","5company",204990.0,"dcd971092d"
"plan875","Operations - 8","2028-08-28","2024-08-24","8company",164024.0,"f8dba3a59f"
"plan874","Quality Management - 113","2030-06-24","2025-04-13","13company",0.0,"fa8a2d09d5"
"plan873","Research & Development - 113","2028-04-28","2022-04-25","13company",268284.0,"f5266c6015"
"plan872","Quality Management - 4","2027-09-18","2026-04-08","4company",164018.0,"7b8e853db1"
"plan871","Quality Management - 2","2022-08-25","2022-02-08","2company",244706.0,"1e57583e68"
"plan870","Management - 7","2025-08-19","2024-06-17","7company",250646.0,"6dcdc1f723"
"plan869","Research & Development - 114","2029-11-29","2027-01-03","14company",0.0,"9ea83ffea1"
"plan868","Customer Service - 3","2025-04-11","2024-03-11","3company",147448.0,"b2f132a484"
"plan866","Management - 8","2028-09-28","2027-07-28","8company",0.0,"0f2b5ffe12"
"plan865","Marketing - 114","2028-04-17","2027-03-04","14company",220916.0,"a9dee7f429"
"plan864","Management - 5","2023-10-07","2023-10-05","5company",136990.0,"8f0de5969b"
"plan863","Research & Development - 7","2025-11-27","2022-11-10","7company",0.0,"292225bf3f"
"plan862","Customer Service - 118","2030-07-22","2029-07-03","18company",268938.0,"a01b5a036b"
"plan861","Human Resources - 3","2025-05-10","2023-01-07","3company",235602.0,"bd11644ed5"
"plan860","Production - 110","2030-11-27","2028-11-21","10company",0.0,"2fdb6b27ab"
"plan859","Human Resources - 5","2030-10-27","2029-01-10","5company",191826.0,"5d1f10812c"
"plan858","Human Resources - 6","2030-09-14","2028-09-14","6company",0.0,"7fc2fb7fce"
"plan857","Management - 115","2027-03-26","2026-01-15","15company",149906.0,"8ad60be27c"
"plan856","Management - 117","2030-06-15","2027-02-14","17company",195160.0,"e1e008273f"
"plan855","Human Resources - 115","2029-11-08","2029-03-07","15company",245624.0,"5d8ff9d30a"
"plan854","Legal - 7","2030-11-29","2026-09-27","7company",290134.0,"b588a976e7"
"plan853","Operations - 114","2026-10-17","2023-07-15","14company",0.0,"3a38a2b501"
"plan852","Production - 117","2029-10-27","2025-10-08","17company",125504.0,"e46a4f8b0d"
"plan851","Management - 115","2030-10-25","2022-04-11","15company",125960.0,"b896112bef"
"plan850","Research & Development - 6","2021-07-24","2021-07-23","6company",255716.0,"5e48fb49be"
"plan849","Human Resources - 110","2029-10-29","2027-06-23","10company",116016.0,"136ee8ce74"
"plan847","Legal - 118","2029-11-28","2029-11-24","18company",0.0,"cdfe0fb26a"
"plan846","Management - 118","2024-06-09","2023-02-05","18company",0.0,"d7e621c7ab"
"plan845","Management - 9","2021-05-24","2021-05-14","9company",139758.0,"ec7c47bb33"
"plan843","Marketing - 9","2022-10-18","2022-09-18","9company",283578.0,"97ae928c59"
"plan842","Quality Management - 9","2030-09-29","2028-06-28","9company",271640.0,"586a4cecb9"
"plan841","Dispatch - 6","2030-11-28","2027-07-26","6company",105088.0,"9696793162"
"plan840","Sales - 7","2026-11-20","2023-07-19","7company",259336.0,"2c9b010ad1"
"plan839","Legal - 5","2027-09-16","2024-09-12","5company",116118.0,"d1415f7328"
"plan838","Quality Management - 112","2029-03-27","2025-03-19","12company",0.0,"3daebe2691"
"plan837","Management - 115","2030-07-26","2030-04-01","15company",259588.0,"a4e768a5e4"
"plan836","Marketing - 9","2023-10-28","2022-07-26","9company",178996.0,"60329ee892"
"plan835","Sales - 9","2029-11-24","2021-10-20","9company",133674.0,"2012b25ae5"
"plan834","Human Resources - 116","2026-05-29","2021-01-10","16company",266196.0,"2fe2a26728"
"plan833","Purchase - 9","2030-11-09","2027-10-07","9company",220714.0,"a3248240b0"
"plan832","Dispatch - 1","2030-07-24","2025-03-06","1company",0.0,"5e0aca6116"
"plan831","Quality Management - 3","2030-02-12","2026-01-10","3company",210726.0,"1a3f1f5eb3"
"plan830","Customer Service - 118","2029-09-18","2023-08-18","18company",200336.0,"24517c02cf"
"plan829","Operations - 115","2030-07-22","2027-06-22","15company",0.0,"cdab6ba6cb"
"plan828","Management - 4","2030-10-29","2030-03-26","4company",129702.0,"abadf039c7"
"plan827","Legal - 6","2031-11-15","2031-08-11","6company",144366.0,"3de259f2c6"
"plan826","Quality Management - 8","2028-10-01","2027-08-01","8company",219922.0,"a9af45a3ae"
"plan825","Production - 9","2030-08-29","2030-08-29","9company",280024.0,"5adaa9cfab"
"plan824","Marketing - 6","2029-09-25","2025-07-24","6company",149054.0,"d85cee1c14"
"plan823","Operations - 3","2031-05-24","2031-05-02","3company",0.0,"516a48ee07"
"plan822","Operations - 115","2030-08-27","2026-04-22","15company",293258.0,"980d981018"
"plan821","Operations - 116","2029-11-03","2028-04-03","16company",217684.0,"81e2f04c5c"
"plan820","Marketing - 5","2029-07-29","2029-02-24","5company",0.0,"a33b48b069"
"plan818","Sales - 4","2020-09-16","2017-09-11","4company",228838.0,"e6b61dc2ef"
"plan813","Research & Development - 5","2008-10-22","2006-09-22","5company",0.0,"416a498d01"
"plan806","Human Resources - 116","2016-06-26","2015-04-07","16company",119296.0,"f2cf4bebcc"
"plan805","","2017-11-21","2013-05-19","11company",137170.0,"0929516bab"
"plan803","Sales - 2","2020-05-16","2020-03-14","2company",0.0,"e2c0240454"
"plan802","Quality Management - 1","2013-10-24","2011-08-09","1company",105180.0,"c8615f2f3a"
"plan799","Marketing - 114","2020-03-29","2020-01-29","14company",232614.0,"da9c88fcb5"
"plan798","Dispatch - 5","2021-05-19","2021-03-01","5company",171510.0,"8449729f28"
"plan795","Dispatch - 110","2019-08-28","2019-04-02","10company",299212.0,"072f7b4603"
"plan790","Purchase - 110","2020-07-28","2020-04-22","10company",161384.0,"fc1705c770"
"plan788","Marketing - 7","2020-11-25","2020-09-23","7company",104494.0,"b5d959d7a2"
"plan786","Production - 116","2021-08-21","2021-04-21","16company",133080.0,"225850b77e"
"plan785","","2017-10-29","2013-10-27","11company",159834.0,"1919f6dd62"
"plan783","Management - 5","2017-11-29","2016-11-28","5company",137614.0,"be0933378c"
"plan778","Customer Service - 117","2021-01-26","2021-01-11","17company",122634.0,"134d2a1ba6"
"plan775","Quality Management - 110","2020-11-27","2010-10-10","10company",0.0,"083817f1e1"
"plan770","Quality Management - 114","2021-08-29","2021-08-19","14company",171058.0,"f02cb5540b"
"plan767","Legal - 1","2021-10-26","2021-06-09","1company",170016.0,"e9f44db2f7"
"plan765","Research & Development - 9","2019-09-13","2018-09-03","9company",184356.0,"c114d4c301"
"plan761","Customer Service - 114","2006-07-12","2003-05-09","14company",201736.0,"2ae8a45e75"
"plan760","Purchase - 7","2020-09-09","2020-08-09","7company",135286.0,"9f185345dd"
"plan759","Quality Management - 117","2012-11-28","2007-11-27","17company",100158.0,"316b43ea04"
"plan757","Dispatch - 9","2018-11-29","2017-02-20","9company",269496.0,"4f8fb6c06a"
"plan755","Dispatch - 116","2017-01-24","2016-01-23","16company",0.0,"ccff0f3adc"
"plan754","Operations - 4","2021-08-21","2021-07-20","4company",0.0,"cf0e7108fa"
"plan753","Dispatch - 112","2020-06-12","2018-03-02","12company",0.0,"9166743292"
"plan751","Legal - 114","2019-07-25","2017-06-04","14company",199732.0,"194c38c16c"
"plan749","Sales - 6","2006-09-20","2002-05-11","6company",0.0,"c726884db4"
"plan745","Research & Development - 112","2008-10-21","2005-07-20","12company",107118.0,"8ae3dbd06c"
"plan743","Legal - 113","2020-09-25","2017-09-23","13company",215720.0,"45d57fd5f7"
"plan737","Purchase - 6","2020-06-28","2020-01-24","6company",193548.0,"d11ba9c4ee"
"plan734","Production - 113","2013-08-09","2012-03-05","13company",250604.0,"57a7bd3569"
"plan730","Operations - 110","2019-11-21","2010-09-19","10company",0.0,"683f3a741f"
"plan729","Human Resources - 2","2011-10-15","2004-09-08","2company",0.0,"cd4e856755"
"plan728","Management - 116","2015-11-22","2012-10-01","16company",180362.0,"b29ad8cf66"
"plan725","Research & Development - 113","2018-08-24","2017-03-15","13company",206604.0,"976287b117"
"plan724","Research & Development - 9","2020-11-13","2017-09-10","9company",123702.0,"13509a3ae9"
"plan722","Marketing - 118","2008-04-14","2001-02-05","18company",262560.0,"016964e8e4"
"plan719","Sales - 3","2008-08-21","2003-02-14","3company",252136.0,"ce2ee1624f"
"plan717","Human Resources - 118","2021-05-10","2021-02-04","18company",172130.0,"6d4e28f97d"
"plan713","Production - 4","2020-11-26","2020-11-10","4company",110808.0,"b0964bf6ba"
"plan712","Quality Management - 115","2017-03-25","2016-03-23","15company",0.0,"7bed88f28a"
"plan711","Customer Service - 4","2020-10-29","2020-10-29","4company",250580.0,"69261d6666"
"plan706","Human Resources - 116","2019-03-29","2018-01-24","16company",292116.0,"7a1caeea09"
"plan698","Legal - 2","2011-07-11","2001-05-10","2company",164748.0,"fc9e01a1b7"
"plan697","Production - 115","2014-08-28","2006-08-20","15company",0.0,"1d43575ec8"
"plan694","Purchase - 115","2015-06-28","2007-01-28","15company",187070.0,"4c27d22ca6"
"plan692","Dispatch - 112","2021-01-09","2021-01-03","12company",143396.0,"cddf410789"
"plan688","","2019-08-17","2010-04-06","11company",146558.0,"a6d19ac668"
"plan685","Management - 9","2021-09-21","2021-08-18","9company",169710.0,"4df931b6ef"
"plan684","Customer Service - 7","2020-09-28","2019-09-28","7company",173916.0,"7a9e20003c"
"plan683","Sales - 4","2021-04-15","2021-04-10","4company",0.0,"3d27bfbe04"
"plan682","Dispatch - 5","2017-08-26","2013-08-02","5company",0.0,"a7d4e62506"
"plan679","","2021-05-28","2021-03-26","11company",217874.0,"a52513f024"
"plan678","Management - 4","2010-10-28","2005-01-05","4company",190896.0,"c975da6660"
"plan677","Human Resources - 114","2013-05-14","2009-02-13","14company",157810.0,"7e9645ac48"
"plan676","Production - 117","2012-07-23","2005-01-19","17company",200774.0,"0c800e61df"
"plan675","Management - 3","2021-09-27","2021-05-26","3company",225198.0,"d109d080b6"
"plan671","Customer Service - 8","2013-04-29","2010-04-24","8company",240802.0,"8fbf2322d2"
"plan670","Research & Development - 113","2021-11-20","2021-08-14","13company",0.0,"77da8e799a"
"plan663","Production - 4","2020-11-26","2019-09-19","4company",191616.0,"b321c7f644"
"plan656","Marketing - 6","2015-05-23","2014-03-21","6company",227494.0,"a19fe12b6f"
"plan654","Research & Development - 2","2013-11-23","2013-11-20","2company",159846.0,"c1e021eaff"
"plan649","","2019-03-26","2019-01-24","11company",114812.0,"47e850bd2c"
"plan646","Human Resources - 9","2010-09-18","2007-02-10","9company",220178.0,"a035777243"
"plan644","Human Resources - 6","2013-10-24","2011-10-24","6company",280352.0,"a51a94a505"
"plan643","Purchase - 117","2002-05-13","2001-01-10","17company",280332.0,"0171d4cbe9"
"plan642","Purchase - 5","2018-07-07","2018-05-01","5company",219086.0,"9e070e396a"
"plan641","Management - 8","2017-11-29","2017-09-15","8company",261110.0,"cb992ff58f"
"plan640","Purchase - 113","2017-11-10","2017-10-04","13company",219856.0,"f5e4780722"
"plan638","Management - 9","2009-05-28","2004-03-24","9company",160346.0,"5573a23fee"
"plan634","Quality Management - 115","2020-11-19","2020-08-01","15company",249222.0,"8777776c15"
"plan632","Production - 1","2005-08-11","2001-01-07","1company",112580.0,"52eb96ea8a"
"plan630","","2019-11-11","2018-11-10","11company",269352.0,"79ce05e9cb"
"plan629","Research & Development - 114","2014-11-23","2006-10-15","14company",296848.0,"7357545714"
"plan626","Legal - 113","2005-11-23","2003-10-22","13company",255918.0,"5a286a0a84"
"plan625","Operations - 112","2014-10-10","2014-09-06","12company",189356.0,"03e9ebd8b8"
"plan624","Sales - 112","2021-11-28","2021-09-23","12company",176342.0,"9a20f3fd83"
"plan621","Dispatch - 5","2020-08-25","2015-07-25","5company",230088.0,"7956c81c79"
"plan619","Sales - 117","2010-11-14","2006-08-05","17company",290372.0,"bcfca2b749"
"plan617","Sales - 3","2009-06-28","2008-06-28","3company",257706.0,"ea2c21236f"
"plan616","Quality Management - 6","2013-04-29","2010-03-28","6company",230304.0,"70811ca76a"
"plan613","Human Resources - 4","2013-11-20","2007-11-19","4company",189982.0,"c186b27a6f"
"plan609","Sales - 2","2010-08-29","2006-02-26","2company",104826.0,"17934fe211"
"plan608","Customer Service - 118","2012-07-24","2007-03-10","18company",165678.0,"88b732d697"
"plan606","Management - 3","2009-08-12","2008-02-10","3company",234540.0,"cb431fbad0"
"plan605","Research & Development - 113","2015-10-24","2010-02-15","13company",242220.0,"1ffaaf4327"
"plan604","Operations - 2","2021-07-29","2021-07-02","2company",132452.0,"8e2316c9a6"
"plan601","Sales - 115","2014-09-26","2012-08-22","15company",115112.0,"2e0077d4d9"
"plan598","Human Resources - 118","2019-08-12","2019-02-06","18company",295966.0,"536e0b62ef"
"plan597","Research & Development - 112","2017-10-23","2012-08-15","12company",255688.0,"265be84838"
"plan595","Human Resources - 1","2012-11-19","2009-05-15","1company",254172.0,"6653d5cba2"
"plan594","Sales - 9","2021-11-25","2021-11-16","9company",127226.0,"3a9fb6735c"
"plan587","Operations - 113","2003-11-25","2003-11-24","13company",261568.0,"42e40e498a"
"plan585","Human Resources - 110","2007-10-22","2007-10-06","10company",107112.0,"9069137e93"
"plan581","Human Resources - 116","2020-07-29","2019-03-28","16company",255230.0,"e79502d005"
"plan580","Customer Service - 8","2016-09-22","2015-09-13","8company",154314.0,"da7a9570c4"
"plan579","Operations - 9","2016-07-23","2013-07-20","9company",200544.0,"1a9def1a34"
"plan578","Quality Management - 114","2020-07-26","2016-07-13","14company",185132.0,"5751059d87"
"plan577","Human Resources - 2","2018-09-29","2017-08-29","2company",111644.0,"4aacf1f157"
"plan572","Sales - 116","2014-10-21","2008-10-12","16company",129502.0,"7ac02f05c9"
"plan569","Human Resources - 115","2021-11-28","2021-07-28","15company",101556.0,"ecb4f03ffa"
"plan567","Marketing - 113","2012-09-20","2007-03-06","13company",102116.0,"af42cfd915"
"plan565","Quality Management - 6","2019-05-18","2019-05-13","6company",146630.0,"4353549602"
"plan562","Customer Service - 116","2016-11-23","2014-11-06","16company",0.0,"c7b383730e"
"plan561","Human Resources - 118","2018-07-26","2016-07-20","18company",0.0,"f13d9e6fbb"
"plan560","Legal - 118","2002-11-27","2002-09-27","18company",136966.0,"6fc56b8475"
"plan559","Legal - 2","2018-08-24","2017-08-09","2company",262904.0,"0472fa1b76"
"plan557","Sales - 112","2012-08-15","2010-02-09","12company",204458.0,"698ea937a0"
"plan555","Research & Development - 2","2016-09-20","2012-09-09","2company",132142.0,"7aee2271cd"
"plan553","Purchase - 115","2015-08-18","2010-07-07","15company",190094.0,"1988966f80"
"plan552","Dispatch - 113","2017-07-22","2006-06-06","13company",133038.0,"e7a05be3cd"
"plan551","Sales - 8","2015-11-29","2015-11-24","8company",125814.0,"85ddcd045c"
"plan548","Management - 115","2018-11-19","2004-02-02","15company",186172.0,"7565219d7a"
"plan547","Quality Management - 114","2008-11-29","2002-10-28","14company",210526.0,"6565ec6718"
"plan546","Production - 2","2012-11-10","2011-04-09","2company",0.0,"ad84c1aa3f"
