"ID","ID (Staffing Plan Detail)","Designation (Staffing Plan Detail)","Estimated Cost Per Position (Staffing Plan Detail)","Vacancies (Staffing Plan Detail)","Total Estimated Cost (Staffing Plan Detail)","Current Openings (Staffing Plan Detail)","Current Count (Staffing Plan Detail)","Number Of Positions (Staffing Plan Detail)"
"plan1928","06b032c9f4","Administrative Officer",107920.0,3,323760.0,0,0,3
"plan1926","ae51244b62","Designer",120745.0,4,482980.0,0,0,4
"plan1925","856b80facd","Software Developer",141468.0,2,282936.0,0,0,2
"plan1924","37d6632b0f","Designer",115548.0,0,0.0,0,0,0
"plan1922","c13303c50d","Accountant",62752.0,4,251008.0,0,0,4
"plan1921","11f5045355","Head of Marketing and Sales",96746.0,4,386984.0,0,0,4
"plan1920","f2d4722ea6","Head of Marketing and Sales",131646.0,7,921522.0,0,0,7
"plan1919","a4afeef3d4","Engineer",148396.0,7,1038772.0,0,0,7
"plan1918","e3c24e4376","Business Development Manager",108604.0,3,325812.0,0,0,3
"plan1917","3883501f52","Project Manager",138463.0,0,0.0,0,0,0
"plan1916","ef7a8eeb94","Associate",69597.0,0,0.0,0,0,0
"plan1915","d69e19a880","Researcher",67509.0,0,0.0,0,0,0
"plan1913","ec4dcbb8c8","HR Manager",102565.0,3,307695.0,0,0,3
"plan1912","8e4f23247e","Associate",146726.0,0,0.0,0,0,0
"plan1911","1fdc1fe4e7","Project Manager",86218.0,0,0.0,0,0,0
"plan1908","4121b1a861","HR Manager",111071.0,6,666426.0,0,0,6
"plan1907","5ab7409c75","HR Manager",108102.0,2,216204.0,0,0,2
"plan1906","cb233182c8","HR Manager",131288.0,0,0.0,0,0,0
"plan1905","e95b692585","Engineer",73664.0,0,0.0,0,0,0
"plan1904","8687053843","Administrative Officer",50326.0,0,0.0,0,0,0
"plan1902","356f5e90d6","Head of Marketing and Sales",121999.0,4,487996.0,0,0,4
"plan1901","20e8baf993","Head of Marketing and Sales",105948.0,6,635688.0,0,0,6
"plan1899","1a60e9269b","Head of Marketing and Sales",68749.0,0,0.0,0,0,0
"plan1897","f2bbdc5c96","HR Manager",50824.0,7,355768.0,0,0,7
"plan1896","29c0fb6078","Designer",64954.0,4,259816.0,0,0,4
"plan1894","9286067057","Engineer",101609.0,9,914481.0,0,0,9
"plan1893","5477beb577","Business Development Manager",135197.0,5,675985.0,0,0,5
"plan1891","ec8e3b82c4","Project Manager",122414.0,11,1346554.0,0,0,11
"plan1890","7ba6ddacd3","Accountant",96308.0,9,866772.0,0,0,9
"plan1889","dd85a16fbb","Business Development Manager",115873.0,11,1274603.0,0,0,11
"plan1887","09a7188a8e","Analyst",124510.0,0,0.0,0,0,0
"plan1885","57347aa667","Administrative Officer",84724.0,10,847240.0,0,0,10
"plan1884","1771d1b6f4","Secretary",52900.0,6,317400.0,0,0,6
"plan1883","964b762e2b","Accountant",129333.0,7,905331.0,0,0,7
"plan1882","7dbd5e0577","Head of Marketing and Sales",144778.0,11,1592558.0,0,0,11
"plan1881","b4809c3529","HR Manager",118866.0,2,237732.0,0,0,2
"plan1880","931c7dfc34","Engineer",87556.0,2,175112.0,0,0,2
"plan1879","3ce066d12c","Business Development Manager",143679.0,7,1005753.0,0,0,7
"plan1878","6846e871d0","Designer",145711.0,7,1019977.0,0,0,7
"plan1877","912089aee6","Analyst",139633.0,0,0.0,0,0,0
"plan1875","7f49247095","Accountant",117672.0,0,0.0,0,0,0
"plan1874","71d72980f7","Software Developer",136589.0,0,0.0,0,0,0
"plan1873","dc0beb4769","Business Development Manager",87935.0,2,175870.0,0,0,2
"plan1871","545748695d","Administrative Officer",142304.0,6,853824.0,0,0,6
"plan1870","d67013f10c","HR Manager",133507.0,0,0.0,0,0,0
"plan1869","91423cf9c0","Researcher",112277.0,0,0.0,0,0,0
"plan1868","0af5797e3a","Engineer",132173.0,3,396519.0,0,0,3
"plan1867","f231fedf2f","Secretary",72859.0,2,145718.0,0,0,2
"plan1866","718b8d85dd","Business Development Manager",102540.0,10,1025400.0,0,0,10
"plan1865","dc80da759e","Business Development Manager",62418.0,9,561762.0,0,0,9
"plan1864","3b93872f87","Business Development Manager",125226.0,9,1127034.0,0,0,9
"plan1863","da68690211","Head of Marketing and Sales",144746.0,10,1447460.0,0,0,10
"plan1862","56f9bea8b1","Project Manager",59407.0,0,0.0,0,0,0
"plan1861","bda6e709fb","Associate",128558.0,2,257116.0,0,0,2
"plan1859","d339779343","Researcher",108841.0,0,0.0,0,0,0
"plan1858","2388c462c9","Head of Marketing and Sales",89901.0,6,539406.0,0,0,6
"plan1857","5e6164a8f8","Designer",62553.0,0,0.0,0,0,0
"plan1855","979ae79975","Analyst",54414.0,3,163242.0,0,0,3
"plan1854","46f6966198","Associate",84267.0,9,758403.0,0,0,9
"plan1853","40bd6987f2","Associate",92781.0,4,371124.0,0,0,4
"plan1852","0a137287be","Analyst",56794.0,11,624734.0,0,0,11
"plan1851","1c443632f3","Designer",141249.0,5,706245.0,0,0,5
"plan1850","33d82751ec","Head of Marketing and Sales",148023.0,0,0.0,0,0,0
"plan1848","6364657bb7","HR Manager",71414.0,6,428484.0,0,0,6
"plan1847","b9b2665b5f","Accountant",132450.0,0,0.0,0,0,0
"plan1846","a12905a6b9","Analyst",134154.0,8,1073232.0,0,0,8
"plan1845","fe58e88766","Administrative Officer",110119.0,6,660714.0,0,0,6
"plan1844","4e831c22a4","Associate",131356.0,2,262712.0,0,0,2
"plan1843","92d95e7e64","Associate",135140.0,0,0.0,0,0,0
"plan1840","e7cf5af17a","Accountant",128973.0,2,257946.0,0,0,2
"plan1839","24b019d357","Software Developer",109182.0,0,0.0,0,0,0
"plan1837","8ab411701a","Software Developer",88987.0,0,0.0,0,0,0
"plan1836","ed0d82d061","Software Developer",139386.0,7,975702.0,0,0,7
"plan1835","ee3064ba95","Accountant",144121.0,3,432363.0,0,0,3
"plan1834","672e82910a","Researcher",95848.0,6,575088.0,0,0,6
"plan1833","059fbb189d","Software Developer",129589.0,2,259178.0,0,0,2
"plan1832","f6be29552d","Analyst",72227.0,0,0.0,0,0,0
"plan1831","2ad03f87cc","Researcher",113380.0,9,1020420.0,0,0,9
"plan1830","eb73e42c88","Analyst",61293.0,7,429051.0,0,0,7
"plan1829","0bd4cf7890","Head of Marketing and Sales",113575.0,0,0.0,0,0,0
"plan1828","378b90530b","Project Manager",119532.0,0,0.0,0,0,0
"plan1826","0e71057922","Project Manager",72182.0,0,0.0,0,0,0
"plan1824","cd332781b4","Business Development Manager",79246.0,0,0.0,0,0,0
"plan1823","22f14cd315","Researcher",85014.0,0,0.0,0,0,0
"plan1822","e080fe02f9","Project Manager",134234.0,0,0.0,0,0,0
"plan1821","7f4a78455f","Accountant",98231.0,9,884079.0,0,0,9
"plan1820","cc4ab475cd","Business Development Manager",121591.0,11,1337501.0,0,0,11
"plan1819","7e9d583596","Head of Marketing and Sales",91809.0,3,275427.0,0,0,3
"plan1818","2341e5b938","Engineer",88377.0,7,618639.0,0,0,7
"plan1817","096b529c8a","Secretary",99193.0,0,0.0,0,0,0
"plan1816","9332327113","Engineer",123680.0,3,371040.0,0,0,3
"plan1815","8bd7d072b3","Software Developer",58112.0,4,232448.0,0,0,4
"plan1814","aa691a980c","Business Development Manager",117360.0,9,1056240.0,0,0,9
"plan1813","6af88f39a6","Analyst",62072.0,0,0.0,0,0,0
"plan1812","c5774cea34","Secretary",60308.0,2,120616.0,0,0,2
"plan1811","14393abb2e","Analyst",124872.0,5,624360.0,0,0,5
"plan1809","e2e00bcfc0","Accountant",108809.0,0,0.0,0,0,0
"plan1807","fd649eda81","Engineer",125662.0,4,502648.0,0,0,4
"plan1806","a5ef5e32cc","Software Developer",87387.0,0,0.0,0,0,0
"plan1805","106eae96b3","Accountant",62910.0,9,566190.0,0,0,9
"plan1803","ec06b1c701","Designer",105597.0,0,0.0,0,0,0
"plan1802","ec476ae526","Administrative Officer",144896.0,0,0.0,0,0,0
"plan1801","674d3d1391","Software Developer",76819.0,9,691371.0,0,0,9
"plan1800","7a523016da","Secretary",90981.0,5,454905.0,0,0,5
"plan1799","a1b294f6c4","Accountant",85442.0,4,341768.0,0,0,4
"plan1798","113d47904b","Secretary",76789.0,9,691101.0,0,0,9
"plan1797","1b35a9cfc3","Researcher",146780.0,2,293560.0,0,0,2
"plan1795","03a6c6e936","Head of Marketing and Sales",65016.0,8,520128.0,0,0,8
"plan1794","f255b7d386","Accountant",67024.0,0,0.0,0,0,0
"plan1793","05ab0b767b","Designer",63714.0,10,637140.0,0,0,10
"plan1790","5acc2d4843","Administrative Officer",118925.0,3,356775.0,0,0,3
"plan1789","a259d7b358","Analyst",106362.0,11,1169982.0,0,0,11
"plan1788","02628d6838","Designer",118879.0,2,237758.0,0,0,2
"plan1787","ae5b0d5de1","Engineer",119315.0,0,0.0,0,0,0
"plan1786","bd1d939741","Secretary",136983.0,0,0.0,0,0,0
"plan1784","e3b40dc019","Engineer",96774.0,7,677418.0,0,0,7
"plan1782","acae56f9ca","Engineer",60029.0,3,180087.0,0,0,3
"plan1781","a569400145","Analyst",120834.0,3,362502.0,0,0,3
"plan1780","1dab41c626","Administrative Officer",66434.0,0,0.0,0,0,0
"plan1779","24ed3d65a2","Engineer",116759.0,8,934072.0,0,0,8
"plan1776","a1b2c97f7c","HR Manager",107681.0,8,861448.0,0,0,8
"plan1775","41f106ba8e","Business Development Manager",78269.0,0,0.0,0,0,0
"plan1774","9ec64b7d01","Secretary",55976.0,9,503784.0,0,0,9
"plan1773","3d3efdad46","Researcher",62428.0,11,686708.0,0,0,11
"plan1771","05cb622ad4","Designer",62766.0,7,439362.0,0,0,7
"plan1770","0d7b2151c1","Head of Marketing and Sales",67591.0,8,540728.0,0,0,8
"plan1769","ede6e815dc","Researcher",148654.0,7,1040578.0,0,0,7
"plan1768","0ddb44b118","Business Development Manager",104892.0,9,944028.0,0,0,9
"plan1767","9302f3c503","Software Developer",57851.0,11,636361.0,0,0,11
"plan1761","0f7ea251a2","Associate",67668.0,9,609012.0,0,0,9
"plan1760","fdcdb13914","Business Development Manager",105105.0,8,840840.0,0,0,8
"plan1759","ed745bb665","Designer",81125.0,0,0.0,0,0,0
"plan1758","5622d11e0d","Researcher",85840.0,0,0.0,0,0,0
"plan1754","50a19afef9","Associate",60152.0,4,240608.0,0,0,4
"plan1751","5e72af1db6","Secretary",114593.0,2,229186.0,0,0,2
"plan1750","8262b2d287","Accountant",118488.0,9,1066392.0,0,0,9
"plan1749","f636d82653","Secretary",123092.0,0,0.0,0,0,0
"plan1748","1b5c16de11","Head of Marketing and Sales",76422.0,4,305688.0,0,0,4
"plan1746","eec520dd4a","Software Developer",77217.0,0,0.0,0,0,0
"plan1745","9af0c36424","Researcher",86833.0,0,0.0,0,0,0
"plan1740","37836cbea5","Researcher",64867.0,5,324335.0,0,0,5
"plan1739","7daadc0c54","Accountant",50227.0,0,0.0,0,0,0
"plan1738","aff1e5d552","Software Developer",53297.0,0,0.0,0,0,0
"plan1734","08c0585919","Associate",81434.0,0,0.0,0,0,0
"plan1732","8a9bbe50ca","Head of Marketing and Sales",140881.0,8,1127048.0,0,0,8
"plan1730","9cec67e3d3","Administrative Officer",54670.0,4,218680.0,0,0,4
"plan1729","7141a4361f","Secretary",77457.0,7,542199.0,0,0,7
"plan1728","9d9b2c2e10","Designer",128814.0,8,1030512.0,0,0,8
"plan1724","87a72b1f2b","Software Developer",141510.0,0,0.0,0,0,0
"plan1723","023150894d","Analyst",77861.0,11,856471.0,0,0,11
"plan1721","0c6ec549d0","Engineer",148270.0,8,1186160.0,0,0,8
"plan1719","34188c338d","Accountant",145933.0,0,0.0,0,0,0
"plan1718","7aa1cce6df","Analyst",142028.0,5,710140.0,0,0,5
"plan1716","6ded4a37bf","Associate",80622.0,3,241866.0,0,0,3
"plan1715","2910f30884","Administrative Officer",58114.0,3,174342.0,0,0,3
"plan1713","39886d9574","HR Manager",116189.0,5,580945.0,0,0,5
"plan1712","9d2d6d72f0","Designer",145071.0,0,0.0,0,0,0
"plan1711","661fe86ec9","Administrative Officer",144637.0,8,1157096.0,0,0,8
"plan1708","263d1cf57c","HR Manager",89579.0,2,179158.0,0,0,2
"plan1707","cca801ec40","Head of Marketing and Sales",60992.0,0,0.0,0,0,0
"plan1699","626ace28bc","Designer",117454.0,2,234908.0,0,0,2
"plan1698","8caf52bb87","Associate",75531.0,8,604248.0,0,0,8
"plan1696","63c03f4008","Analyst",63317.0,7,443219.0,0,0,7
"plan1695","dca37f40ac","Administrative Officer",71850.0,0,0.0,0,0,0
"plan1694","87fcc8020a","Designer",62778.0,7,439446.0,0,0,7
"plan1692","9f64c861bf","Accountant",125074.0,0,0.0,0,0,0
"plan1691","9877f78699","Software Developer",78861.0,0,0.0,0,0,0
"plan1690","cf9fd5cf68","Administrative Officer",128213.0,9,1153917.0,0,0,9
"plan1689","b42e7efbab","Software Developer",97679.0,0,0.0,0,0,0
"plan1688","487540acf5","Researcher",68436.0,0,0.0,0,0,0
"plan1687","c398e34e32","Project Manager",146094.0,0,0.0,0,0,0
"plan1685","4bb883425b","Accountant",86952.0,6,521712.0,0,0,6
"plan1684","90af97c066","Analyst",114093.0,0,0.0,0,0,0
"plan1683","cc11a58d64","Analyst",114055.0,7,798385.0,0,0,7
"plan1682","caf6a288b7","Business Development Manager",141782.0,5,708910.0,0,0,5
"plan1678","b85b5ee68d","Designer",118999.0,0,0.0,0,0,0
"plan1677","bcea395e31","Administrative Officer",82946.0,4,331784.0,0,0,4
"plan1676","a11d4921f8","Accountant",50993.0,0,0.0,0,0,0
"plan1674","c70f87df86","Engineer",87258.0,0,0.0,0,0,0
"plan1673","2a81104985","Engineer",78852.0,5,394260.0,0,0,5
"plan1672","3b66711431","Associate",130947.0,0,0.0,0,0,0
"plan1671","384f6c8952","Associate",110337.0,0,0.0,0,0,0
"plan1670","d73b819d1a","Analyst",50523.0,4,202092.0,0,0,4
"plan1669","e9aed629b2","Accountant",74951.0,0,0.0,0,0,0
"plan1668","c70f75e70e","Accountant",87386.0,7,611702.0,0,0,7
"plan1667","5e57153536","Engineer",55700.0,0,0.0,0,0,0
"plan1666","a6b0cea8f4","HR Manager",113632.0,8,909056.0,0,0,8
"plan1665","505fbdb081","Associate",102115.0,0,0.0,0,0,0
"plan1662","b99f7a143e","Secretary",121219.0,11,1333409.0,0,0,11
"plan1612","82430624c0","Associate",89933.0,0,0.0,0,0,0
"plan1611","6ed4449990","Associate",140875.0,0,0.0,0,0,0
"plan1608","e1d102a663","Secretary",102337.0,10,1023370.0,0,0,10
"plan1607","5dde3a4ff1","Administrative Officer",55609.0,10,556090.0,0,0,10
"plan1606","d5fd4081b5","Business Development Manager",66539.0,3,199617.0,0,0,3
"plan1605","3c587937e8","Associate",75489.0,6,452934.0,0,0,6
"plan1604","0c79e7bfdc","Head of Marketing and Sales",93831.0,11,1032141.0,0,0,11
"plan1603","546fdfffa6","Associate",140597.0,0,0.0,0,0,0
"plan1602","fa12d7ac43","Secretary",102291.0,2,204582.0,0,0,2
"plan1601","cedf973042","Head of Marketing and Sales",123876.0,0,0.0,0,0,0
"plan1599","5edd011381","HR Manager",98988.0,2,197976.0,0,0,2
"plan1598","78ed145ce5","Project Manager",111082.0,2,222164.0,0,0,2
"plan1596","c5b4d550ab","Administrative Officer",72675.0,0,0.0,0,0,0
"plan1595","7d29a12808","Head of Marketing and Sales",103801.0,0,0.0,0,0,0
"plan1593","2f867f4a3f","Engineer",61408.0,0,0.0,0,0,0
"plan1592","5952ddd1d3","HR Manager",125856.0,2,251712.0,0,0,2
"plan1591","f084d8b291","Accountant",60547.0,4,242188.0,0,0,4
"plan1589","94ab7dde76","Project Manager",67135.0,4,268540.0,0,0,4
"plan1588","0d5447ebf9","Software Developer",135961.0,6,815766.0,0,0,6
"plan1587","bd91a10947","Engineer",105320.0,5,526600.0,0,0,5
"plan1586","9748e7681d","Engineer",83614.0,7,585298.0,0,0,7
"plan1585","b00f020a93","Analyst",79935.0,11,879285.0,0,0,11
"plan1584","d7fe43aed1","Researcher",122878.0,3,368634.0,0,0,3
"plan1581","60590eca87","Associate",67147.0,0,0.0,0,0,0
"plan1580","60e9d3c2d7","Researcher",96231.0,7,673617.0,0,0,7
"plan1578","5f48101603","Project Manager",66155.0,8,529240.0,0,0,8
"plan1577","5978c87355","Secretary",80006.0,3,240018.0,0,0,3
"plan1576","1ddd6223c3","HR Manager",79449.0,2,158898.0,0,0,2
"plan1575","5b853d0653","Analyst",134283.0,8,1074264.0,0,0,8
"plan1572","ca2cc59504","Researcher",59691.0,0,0.0,0,0,0
"plan1567","45c58a5e6d","Researcher",123207.0,0,0.0,0,0,0
"plan1566","e62025e23f","Secretary",54881.0,0,0.0,0,0,0
"plan1564","6eff7d3350","Administrative Officer",100811.0,0,0.0,0,0,0
"plan1563","df6108fd05","Administrative Officer",86650.0,6,519900.0,0,0,6
"plan1561","27b71e54cd","Accountant",64266.0,7,449862.0,0,0,7
"plan1560","06c0b62cc3","Project Manager",58623.0,3,175869.0,0,0,3
"plan1559","b450318086","Software Developer",55603.0,0,0.0,0,0,0
"plan1558","91f4521719","Administrative Officer",141979.0,9,1277811.0,0,0,9
"plan1556","8c2e3399a2","Head of Marketing and Sales",98696.0,0,0.0,0,0,0
"plan1553","0674058b8e","HR Manager",124617.0,3,373851.0,0,0,3
"plan1552","b0d22e9440","Secretary",107321.0,0,0.0,0,0,0
"plan1551","4cfa69d685","Project Manager",73180.0,8,585440.0,0,0,8
"plan1549","734d2eb964","Associate",99819.0,4,399276.0,0,0,4
"plan1548","102cbf4c96","Project Manager",111867.0,11,1230537.0,0,0,11
"plan1547","441f357521","Designer",94455.0,0,0.0,0,0,0
"plan1545","fdf438027b","Project Manager",56748.0,8,453984.0,0,0,8
"plan1544","3cd3d00fc9","Administrative Officer",139845.0,0,0.0,0,0,0
"plan1542","b84ca35c88","Project Manager",105888.0,7,741216.0,0,0,7
"plan1540","34365637f2","Secretary",128955.0,4,515820.0,0,0,4
"plan1539","d60ebef1ec","Accountant",103886.0,4,415544.0,0,0,4
"plan1538","d4c966b78e","Software Developer",76123.0,9,685107.0,0,0,9
"plan1537","bdd28b88f0","Software Developer",61078.0,3,183234.0,0,0,3
"plan1536","eb9922d597","Designer",78808.0,7,551656.0,0,0,7
"plan1535","52e092a942","Software Developer",50364.0,10,503640.0,0,0,10
"plan1534","8bbf153bea","Software Developer",109710.0,7,767970.0,0,0,7
"plan1533","4ccf01446e","Analyst",84501.0,0,0.0,0,0,0
"plan1532","2375d5a8bb","Project Manager",146741.0,0,0.0,0,0,0
"plan1530","c500983e45","Secretary",52883.0,5,264415.0,0,0,5
"plan1529","2ceb1ff9f3","Business Development Manager",50561.0,5,252805.0,0,0,5
"plan1528","8a10cbe9ef","Researcher",61600.0,0,0.0,0,0,0
"plan1527","8a11237cc6","Associate",130264.0,0,0.0,0,0,0
"plan1525","5e002fd2d0","Analyst",103056.0,0,0.0,0,0,0
"plan1524","33559db0a6","HR Manager",106076.0,0,0.0,0,0,0
"plan1522","47d0da536d","HR Manager",82902.0,0,0.0,0,0,0
"plan1521","c86b4fb1f8","Designer",52162.0,3,156486.0,0,0,3
"plan1520","10661d322d","Designer",93221.0,5,466105.0,0,0,5
"plan1519","6da3f1b964","Secretary",71832.0,9,646488.0,0,0,9
"plan1518","98e1d5eb20","Head of Marketing and Sales",52776.0,7,369432.0,0,0,7
"plan1517","da26a51cb8","Administrative Officer",96885.0,9,871965.0,0,0,9
"plan1516","7ae8fd4fb6","Software Developer",99078.0,3,297234.0,0,0,3
"plan1515","c0ce788a55","Analyst",74213.0,3,222639.0,0,0,3
"plan1514","bc7bb10eec","Researcher",93715.0,11,1030865.0,0,0,11
"plan1512","5d6d697347","Project Manager",147228.0,2,294456.0,0,0,2
"plan1511","dfc0170d75","Head of Marketing and Sales",139994.0,2,279988.0,0,0,2
"plan1510","860c250d4e","HR Manager",134077.0,7,938539.0,0,0,7
"plan1509","e4e5bdaffe","Associate",88622.0,2,177244.0,0,0,2
"plan1508","839514b1eb","Head of Marketing and Sales",121297.0,11,1334267.0,0,0,11
"plan1506","fdcc6db221","Software Developer",73972.0,10,739720.0,0,0,10
"plan1504","a78786d50a","Researcher",56981.0,4,227924.0,0,0,4
"plan1503","d4304e1b54","Analyst",92459.0,0,0.0,0,0,0
"plan1501","cfb74931bf","Project Manager",147801.0,0,0.0,0,0,0
"plan1500","4218a331c8","Business Development Manager",53317.0,0,0.0,0,0,0
"plan1498","9fa7f1a2fa","Designer",109345.0,0,0.0,0,0,0
"plan1497","27d1718f42","Designer",91277.0,3,273831.0,0,0,3
"plan1496","79be56ca0a","Associate",124517.0,0,0.0,0,0,0
"plan1495","4d9a2f71fc","Designer",74500.0,6,447000.0,0,0,6
"plan1494","43fae29098","Accountant",109914.0,5,549570.0,0,0,5
"plan1493","dd4562aa63","Researcher",102009.0,0,0.0,0,0,0
"plan1491","8c7ff9dda2","Designer",87860.0,2,175720.0,0,0,2
"plan1490","d4a9e0d288","HR Manager",77296.0,6,463776.0,0,0,6
"plan1489","b10e2e07bc","Researcher",0.0,11,0.0,0,0,11
"plan1488","9808aaa6bb","HR Manager",149965.0,4,599860.0,0,0,4
"plan1487","3b30940f10","Associate",50478.0,11,555258.0,0,0,11
"plan1486","91f7a3195e","Analyst",54536.0,0,0.0,0,0,0
"plan1485","1dbaa36085","Software Developer",113645.0,11,1250095.0,0,0,11
"plan1483","c249802fc1","HR Manager",144435.0,0,0.0,0,0,0
"plan1482","d6c7b32897","Associate",113758.0,3,341274.0,0,0,3
"plan1481","e1ef68c262","Analyst",111681.0,0,0.0,0,0,0
"plan1480","970e0e8d56","Secretary",86695.0,2,173390.0,0,0,2
"plan1479","760db11cb4","Administrative Officer",52233.0,8,417864.0,0,0,8
"plan1478","4d862c50c4","Researcher",126110.0,3,378330.0,0,0,3
"plan1477","b92292f394","Associate",130072.0,0,0.0,0,0,0
"plan1476","a59c4a1e4f","Software Developer",112731.0,11,1240041.0,0,0,11
"plan1475","03e94c8ae5","Accountant",116415.0,11,1280565.0,0,0,11
"plan1474","85cc973e78","Project Manager",0.0,0,0.0,0,0,0
"plan1472","d9566401fe","Engineer",108665.0,0,0.0,0,0,0
"plan1471","1a5381b67c","Engineer",94209.0,0,0.0,0,0,0
"plan1470","9ac528286f","Secretary",146926.0,0,0.0,0,0,0
"plan1469","8d19295f83","Head of Marketing and Sales",141656.0,6,849936.0,0,0,6
"plan1468","eb644b71fd","Administrative Officer",140173.0,0,0.0,0,0,0
"plan1467","e366022feb","Secretary",106415.0,11,1170565.0,0,0,11
"plan1466","70d1b04cfe","Project Manager",89985.0,5,449925.0,0,0,5
"plan1465","b9dc98f9d8","Associate",88126.0,11,969386.0,0,0,11
"plan1464","b05ad71f36","Project Manager",120028.0,10,1200280.0,0,0,10
"plan1463","59c326def6","Head of Marketing and Sales",138154.0,6,828924.0,0,0,6
"plan1462","ecfc0c4fae","Software Developer",89891.0,0,0.0,0,0,0
"plan1461","7bbb553708","Secretary",119057.0,0,0.0,0,0,0
"plan1460","2a1cc171dd","Associate",79692.0,0,0.0,0,0,0
"plan1459","4698b51933","Administrative Officer",73665.0,0,0.0,0,0,0
"plan1457","2c4a7bddc2","Administrative Officer",54269.0,4,217076.0,0,0,4
"plan1456","6a4de2e638","Software Developer",110372.0,0,0.0,0,0,0
"plan1455","e5443808db","Designer",89663.0,11,986293.0,0,0,11
"plan1454","73f19d1c4a","HR Manager",80498.0,5,402490.0,0,0,5
"plan1453","8875456250","Project Manager",60179.0,5,300895.0,0,0,5
"plan1452","de0acf86ab","Researcher",146735.0,11,1614085.0,0,0,11
"plan1451","a35edb7a31","Software Developer",82305.0,0,0.0,0,0,0
"plan1450","1280c1c56f","Head of Marketing and Sales",142396.0,8,1139168.0,0,0,8
"plan1449","9549e2a2a5","Secretary",63004.0,0,0.0,0,0,0
"plan1447","4178a2ba87","Engineer",111788.0,0,0.0,0,0,0
"plan1446","c625ba1b4b","Analyst",85336.0,0,0.0,0,0,0
"plan1444","7f46a6d08d","Engineer",107586.0,11,1183446.0,0,0,11
"plan1443","fe8bf879ef","Analyst",147224.0,0,0.0,0,0,0
"plan1442","2fa9b78893","Secretary",55177.0,0,0.0,0,0,0
"plan1441","c020770d99","Head of Marketing and Sales",66686.0,0,0.0,0,0,0
"plan1439","386eaf0d31","HR Manager",136393.0,3,409179.0,0,0,3
"plan1438","d6b1b317e0","Business Development Manager",121684.0,10,1216840.0,0,0,10
"plan1437","7e9b540db8","Accountant",134996.0,9,1214964.0,0,0,9
"plan1436","5597dc6682","Administrative Officer",135767.0,9,1221903.0,0,0,9
"plan1435","438533d0d3","Project Manager",117035.0,6,702210.0,0,0,6
"plan1434","4369ccddc6","HR Manager",106279.0,8,850232.0,0,0,8
"plan1433","1008ad3ff4","Analyst",145853.0,4,583412.0,0,0,4
"plan1432","89c875242f","Administrative Officer",59653.0,0,0.0,0,0,0
"plan1431","f61363f114","Associate",92800.0,0,0.0,0,0,0
"plan1430","cdd02a5208","Engineer",92639.0,4,370556.0,0,0,4
"plan1429","f80b032b89","Project Manager",105359.0,0,0.0,0,0,0
"plan1427","683f4ac6e1","Project Manager",97326.0,0,0.0,0,0,0
"plan1426","8b979789d4","Researcher",61655.0,10,616550.0,0,0,10
"plan1425","7dce7f3453","Engineer",56947.0,5,284735.0,0,0,5
"plan1424","c605a71d90","Researcher",137589.0,4,550356.0,0,0,4
"plan1423","6576844534","HR Manager",121266.0,0,0.0,0,0,0
"plan1422","e902de5c0a","Business Development Manager",118727.0,0,0.0,0,0,0
"plan1421","c1244d4f3b","Software Developer",135592.0,9,1220328.0,0,0,9
"plan1420","149e544a6f","Researcher",52613.0,0,0.0,0,0,0
"plan1419","2941db0b72","Administrative Officer",133090.0,6,798540.0,0,0,6
"plan1418","4f620cb775","Designer",128176.0,10,1281760.0,0,0,10
"plan1416","7bcf3fe1cf","HR Manager",79891.0,0,0.0,0,0,0
"plan1415","a55c0de39e","Software Developer",98662.0,0,0.0,0,0,0
"plan1414","849c39d0e8","Designer",87783.0,0,0.0,0,0,0
"plan1413","8cefa0533c","Designer",93321.0,0,0.0,0,0,0
"plan1412","760594124b","Administrative Officer",79587.0,4,318348.0,0,0,4
"plan1411","ece3a3913a","Software Developer",79848.0,9,718632.0,0,0,9
"plan1410","400fe5207b","Accountant",59707.0,0,0.0,0,0,0
"plan1409","5536fa4017","Researcher",99562.0,0,0.0,0,0,0
"plan1408","2fd78cdb19","HR Manager",71111.0,0,0.0,0,0,0
"plan1407","9c14a97e65","Administrative Officer",57842.0,0,0.0,0,0,0
"plan1406","03e300d83c","Analyst",134993.0,0,0.0,0,0,0
"plan1405","6e09a411e2","Secretary",148315.0,0,0.0,0,0,0
"plan1404","c697bf3c80","Secretary",67647.0,0,0.0,0,0,0
"plan1403","8a3ae08442","Software Developer",54964.0,0,0.0,0,0,0
"plan1402","743598034f","Analyst",132428.0,0,0.0,0,0,0
"plan1401","344e0a4919","Associate",113753.0,11,1251283.0,0,0,11
"plan1400","55ede9d367","Head of Marketing and Sales",141993.0,3,425979.0,0,0,3
"plan1346","0a4ed14805","Engineer",51484.0,0,0.0,0,0,0
"plan1345","a06e118c25","Administrative Officer",124536.0,0,0.0,0,0,0
"plan1344","551acd494f","Project Manager",55495.0,0,0.0,0,0,0
"plan1343","512b13fbdc","Project Manager",124342.0,0,0.0,0,0,0
"plan1341","dad4838466","Project Manager",98984.0,0,0.0,0,0,0
"plan1340","7c2ddf236c","Analyst",63010.0,6,378060.0,0,0,6
"plan1338","1b044f4fa0","Associate",119268.0,10,1192680.0,0,0,10
"plan1336","3b1fb1ed72","Researcher",90594.0,7,634158.0,0,0,7
