"ID","ID (Staffing Plan Detail)","Vacancies (Staffing Plan Detail)","Total Estimated Cost (Staffing Plan Detail)","Current Openings (Staffing Plan Detail)","Designation (Staffing Plan Detail)","Estimated Cost Per Position (Staffing Plan Detail)","Current Count (Staffing Plan Detail)","Number Of Positions (Staffing Plan Detail)"
"plan1245","5ecb5a5628",3,447645.0,0,"Head of Marketing and Sales",149215.0,0,3
"plan1244","261d3082d8",0,0.0,0,"Project Manager",82664.0,0,0
"plan1243","e622205888",11,1267035.0,0,"Researcher",115185.0,0,11
"plan1241","ebc2c981fe",0,0.0,0,"Researcher",55963.0,0,0
"plan1240","2563fa7ce9",0,0.0,0,"Administrative Officer",146077.0,0,0
"plan1238","5766dd847a",5,724990.0,0,"Administrative Officer",144998.0,0,5
"plan1237","5ea6df8685",5,314285.0,0,"Accountant",62857.0,0,5
"plan1236","b9bed05b4b",7,806897.0,0,"Project Manager",115271.0,0,7
"plan1235","ae9587d407",0,0.0,0,"Engineer",105409.0,0,0
"plan1234","ec6dc64165",0,0.0,0,"Head of Marketing and Sales",105890.0,0,0
"plan1233","6e93028d81",0,0.0,0,"Secretary",87604.0,0,0
"plan1232","2f9861dd9e",7,899115.0,0,"Accountant",128445.0,0,7
"plan1231","dfd2e4ba9d",11,1014475.0,0,"Engineer",92225.0,0,11
"plan1230","0534f06406",8,1174632.0,0,"Analyst",146829.0,0,8
"plan1229","0e56ce965a",8,864344.0,0,"Head of Marketing and Sales",108043.0,0,8
"plan1228","f6efca33ba",0,0.0,0,"Accountant",59382.0,0,0
"plan1227","302b200695",6,868266.0,0,"Associate",144711.0,0,6
"plan1226","988d3eab90",6,441378.0,0,"Head of Marketing and Sales",73563.0,0,6
"plan1224","3cd858e306",11,1238479.0,0,"HR Manager",112589.0,0,11
"plan1223","9851e052a4",6,387462.0,0,"Engineer",64577.0,0,6
"plan1222","bba3e4b4d0",7,627991.0,0,"Researcher",89713.0,0,7
"plan1221","423f2fb4ca",9,617067.0,0,"Secretary",68563.0,0,9
"plan1220","ce2b35038b",0,0.0,0,"Project Manager",106241.0,0,0
"plan1218","111f764fa0",9,776124.0,0,"Secretary",86236.0,0,9
"plan1217","6fca712117",2,277692.0,0,"Analyst",138846.0,0,2
"plan1216","0f1f4bf60d",0,0.0,0,"Analyst",108177.0,0,0
"plan1215","975cd2eedb",0,0.0,0,"Project Manager",61469.0,0,0
"plan1214","84d7e446db",9,860373.0,0,"Business Development Manager",95597.0,0,9
"plan1213","c4e1740d09",9,1315593.0,0,"Software Developer",146177.0,0,9
"plan1212","b1c00d22ea",11,1634083.0,0,"Researcher",148553.0,0,11
"plan1211","2247eee4e4",0,0.0,0,"HR Manager",147636.0,0,0
"plan1210","af7b9e9d30",5,548165.0,0,"Administrative Officer",109633.0,0,5
"plan1208","d48fc4358b",7,983626.0,0,"Head of Marketing and Sales",140518.0,0,7
"plan1207","cfe558ee36",2,165460.0,0,"Associate",82730.0,0,2
"plan1206","087d19977d",7,520107.0,0,"Designer",74301.0,0,7
"plan1205","84ecde31b8",5,449720.0,0,"Researcher",89944.0,0,5
"plan1204","a5a050f9fa",0,0.0,0,"Designer",98067.0,0,0
"plan1203","f5ebe2dc67",0,0.0,0,"Administrative Officer",106347.0,0,0
"plan1202","d7e280e996",8,965344.0,0,"HR Manager",120668.0,0,8
"plan1201","28c2d56cde",0,0.0,0,"Associate",145653.0,0,0
"plan1200","243c1d9a01",6,753582.0,0,"Analyst",125597.0,0,6
"plan1198","2e7485ee15",3,428397.0,0,"Project Manager",142799.0,0,3
"plan1197","f386510411",0,0.0,0,"Project Manager",68225.0,0,0
"plan1195","65f1da4ff9",0,0.0,0,"Secretary",51586.0,0,0
"plan1194","5cd7bfd095",8,850952.0,0,"Project Manager",106369.0,0,8
"plan1192","f721313119",0,0.0,0,"Designer",103242.0,0,0
"plan1191","eed320a85c",0,0.0,0,"Analyst",125760.0,0,0
"plan1190","8db0fd227d",0,0.0,0,"Associate",108930.0,0,0
"plan1189","0a89da9205",0,0.0,0,"Software Developer",139109.0,0,0
"plan1188","635c4556e2",0,0.0,0,"Secretary",101341.0,0,0
"plan1187","647775796a",10,813350.0,0,"Accountant",81335.0,0,10
"plan1186","f9e868e19d",0,0.0,0,"Project Manager",138899.0,0,0
"plan1185","90d52db2ea",0,0.0,0,"Project Manager",84405.0,0,0
"plan1184","69312faf28",10,1085820.0,0,"Secretary",108582.0,0,10
"plan1183","3331ac60ee",0,0.0,0,"Accountant",125966.0,0,0
"plan1182","acf6c7df9e",0,0.0,0,"Business Development Manager",124146.0,0,0
"plan1181","bedf242815",7,639898.0,0,"Software Developer",91414.0,0,7
"plan1180","0626c4016c",0,0.0,0,"Head of Marketing and Sales",105581.0,0,0
"plan1179","e4067a20cb",0,0.0,0,"HR Manager",53111.0,0,0
"plan1178","0b311417f9",0,0.0,0,"HR Manager",59191.0,0,0
"plan1177","2fd5c4a94a",9,539325.0,0,"Secretary",59925.0,0,9
"plan1176","625b647ae8",2,144320.0,0,"Secretary",72160.0,0,2
"plan1175","e7b9c7d427",2,140966.0,0,"Secretary",70483.0,0,2
"plan1174","52099a7937",7,802137.0,0,"Business Development Manager",114591.0,0,7
"plan1173","50d0c207c9",2,198900.0,0,"Head of Marketing and Sales",99450.0,0,2
"plan1172","9a785fdb60",0,0.0,0,"Project Manager",58302.0,0,0
"plan1171","22efb3212b",9,769455.0,0,"Analyst",85495.0,0,9
"plan1170","08beea2006",11,1393975.0,0,"Engineer",126725.0,0,11
"plan1169","446ca29178",7,359821.0,0,"Designer",51403.0,0,7
"plan1167","cfe1977313",11,1244243.0,0,"Engineer",113113.0,0,11
"plan1166","1a3f5c83ae",0,0.0,0,"Project Manager",54034.0,0,0
"plan1165","39a1a639a1",7,1007580.0,0,"Software Developer",143940.0,0,7
"plan1164","c58a70bdd5",0,0.0,0,"Analyst",66483.0,0,0
"plan1163","f5b05b9551",0,0.0,0,"Accountant",51795.0,0,0
"plan1162","bd409d857c",2,154988.0,0,"Engineer",77494.0,0,2
"plan1161","1492575e98",0,0.0,0,"HR Manager",148710.0,0,0
"plan1160","4b858aa718",0,0.0,0,"Designer",147183.0,0,0
"plan1159","9cc6e10660",4,465364.0,0,"Researcher",116341.0,0,4
"plan1158","851471d660",5,499135.0,0,"Accountant",99827.0,0,5
"plan1157","349cc015d3",0,0.0,0,"Software Developer",98472.0,0,0
"plan1156","916be79d4e",0,0.0,0,"Accountant",92758.0,0,0
"plan1155","784efa56e0",8,677360.0,0,"HR Manager",84670.0,0,8
"plan1154","42db7d2c61",8,751744.0,0,"Administrative Officer",93968.0,0,8
"plan1153","4676540915",5,463690.0,0,"Project Manager",92738.0,0,5
"plan1152","16e009b8e1",10,1187690.0,0,"Administrative Officer",118769.0,0,10
"plan1151","d5ac981be9",0,0.0,0,"Software Developer",87652.0,0,0
"plan1150","ebd3491a35",6,590586.0,0,"Project Manager",98431.0,0,6
"plan1149","326d9d2a4f",11,708477.0,0,"Head of Marketing and Sales",64407.0,0,11
"plan1147","5c4d686f4b",5,301365.0,0,"Engineer",60273.0,0,5
"plan1146","3254139f41",0,0.0,0,"Head of Marketing and Sales",93531.0,0,0
"plan1145","ede2a8f483",4,387500.0,0,"Project Manager",96875.0,0,4
"plan1144","ac99e9d9e7",0,0.0,0,"Project Manager",143796.0,0,0
"plan1143","dfed66ee7c",0,0.0,0,"Secretary",118171.0,0,0
"plan1142","fc4dda9c91",0,0.0,0,"Engineer",137528.0,0,0
"plan1141","58885766d1",0,0.0,0,"Administrative Officer",144494.0,0,0
"plan1139","c9b5433822",0,0.0,0,"Analyst",102648.0,0,0
"plan1138","e37ee175f5",0,0.0,0,"HR Manager",63892.0,0,0
"plan1137","005269c079",9,1254033.0,0,"Business Development Manager",139337.0,0,9
"plan1136","cbe2642ace",8,699568.0,0,"Associate",87446.0,0,8
"plan1135","f2c067a180",0,0.0,0,"Software Developer",82938.0,0,0
"plan1134","89ca56e5c9",6,841026.0,0,"Project Manager",140171.0,0,6
"plan1133","c0454acf93",8,716120.0,0,"Designer",89515.0,0,8
"plan1132","70b367a637",0,0.0,0,"Software Developer",89153.0,0,0
"plan1130","ffe1e7931a",0,0.0,0,"Administrative Officer",122248.0,0,0
"plan1129","494664c6de",6,586470.0,0,"Researcher",97745.0,0,6
"plan1128","71b1b761f0",0,0.0,0,"Designer",133264.0,0,0
"plan1127","9482134462",0,0.0,0,"Researcher",137865.0,0,0
"plan1126","c3b9523e83",9,844497.0,0,"HR Manager",93833.0,0,9
"plan1125","833ac46f39",0,0.0,0,"Researcher",147658.0,0,0
"plan1124","8ef09f388c",0,0.0,0,"Head of Marketing and Sales",146086.0,0,0
"plan1122","a9afe5ecfe",0,0.0,0,"Analyst",80673.0,0,0
"plan1121","cb974f7ea2",7,546602.0,0,"Business Development Manager",78086.0,0,7
"plan1120","261b2c5514",0,0.0,0,"Researcher",122111.0,0,0
"plan1119","1173439295",0,0.0,0,"Business Development Manager",125495.0,0,0
"plan1118","dfdc2d10fc",0,0.0,0,"Designer",142143.0,0,0
"plan1117","afce91103c",0,0.0,0,"Head of Marketing and Sales",85790.0,0,0
"plan1116","1a57d5d48a",0,0.0,0,"Project Manager",107581.0,0,0
"plan1115","9fbf75f509",6,788610.0,0,"Business Development Manager",131435.0,0,6
"plan1114","cc945381cc",0,0.0,0,"HR Manager",63680.0,0,0
"plan1113","b9f95ccff5",4,452340.0,0,"Accountant",113085.0,0,4
"plan1112","5462ff86f6",0,0.0,0,"Designer",57179.0,0,0
"plan1111","d509acf348",0,0.0,0,"Researcher",145459.0,0,0
"plan1110","21fcedf325",7,738395.0,0,"Administrative Officer",105485.0,0,7
"plan1109","5c7c4e54be",0,0.0,0,"Researcher",105841.0,0,0
"plan1108","25e84da031",0,0.0,0,"Analyst",78495.0,0,0
"plan1107","328e0dd23a",0,0.0,0,"Secretary",130751.0,0,0
"plan1106","b6623b8426",0,0.0,0,"Designer",65561.0,0,0
"plan1105","0f41a7ea3d",0,0.0,0,"Researcher",58831.0,0,0
"plan1104","3004494ceb",0,0.0,0,"Administrative Officer",149638.0,0,0
"plan1103","b194915924",0,0.0,0,"Project Manager",100331.0,0,0
"plan1102","fb07b1c2c1",0,0.0,0,"Accountant",124607.0,0,0
"plan1101","94719f9524",0,0.0,0,"Software Developer",98304.0,0,0
"plan1099","8e9808fa67",7,586012.0,0,"Business Development Manager",83716.0,0,7
"plan1098","2f24550477",0,0.0,0,"Secretary",115197.0,0,0
"plan1097","b5e51bc882",8,794432.0,0,"HR Manager",99304.0,0,8
"plan1096","ab28a02c07",4,248396.0,0,"Administrative Officer",62099.0,0,4
"plan1095","a9b17dda73",2,135070.0,0,"Secretary",67535.0,0,2
"plan1094","7b4188d5c5",0,0.0,0,"Analyst",86783.0,0,0
"plan1093","48521134fe",7,380128.0,0,"Analyst",54304.0,0,7
"plan1092","4fe4d4983e",0,0.0,0,"Software Developer",80466.0,0,0
"plan1091","cb40490a6a",0,0.0,0,"Administrative Officer",140379.0,0,0
"plan1090","2484b84568",0,0.0,0,"Accountant",119939.0,0,0
"plan1089","0964fd8837",0,0.0,0,"Secretary",54111.0,0,0
"plan1088","ec8921111e",0,0.0,0,"Software Developer",90412.0,0,0
"plan1087","c4bd1d86a3",0,0.0,0,"Project Manager",95719.0,0,0
"plan1086","0bf8814844",10,580510.0,0,"Designer",58051.0,0,10
"plan1085","5b708c9c40",0,0.0,0,"Secretary",95450.0,0,0
"plan1084","db710a9936",0,0.0,0,"Administrative Officer",124399.0,0,0
"plan1083","c99a4ac2f0",0,0.0,0,"Accountant",93222.0,0,0
"plan1082","d4da3e2119",0,0.0,0,"Associate",113707.0,0,0
"plan1081","856a50bfe7",4,338220.0,0,"Associate",84555.0,0,4
"plan1080","7c23263233",0,0.0,0,"Researcher",70869.0,0,0
"plan1079","0cbf799879",0,0.0,0,"Associate",119105.0,0,0
"plan1078","93703e8715",8,1162832.0,0,"Researcher",145354.0,0,8
"plan1077","3b8fca5f23",0,0.0,0,"Software Developer",133815.0,0,0
"plan1076","a5e2706380",8,663704.0,0,"Accountant",82963.0,0,8
"plan1075","9aa0356027",11,772046.0,0,"Analyst",70186.0,0,11
"plan1074","a8194c362b",3,288045.0,0,"Project Manager",96015.0,0,3
"plan1073","d1456531ad",0,0.0,0,"Accountant",104386.0,0,0
"plan1072","4432304fc7",0,0.0,0,"Analyst",60493.0,0,0
"plan1071","c27055a7ab",7,734741.0,0,"Head of Marketing and Sales",104963.0,0,7
"plan1070","df3ce00d73",2,171208.0,0,"Researcher",85604.0,0,2
"plan1051","68226021f8",5,406270.0,0,"Associate",81254.0,0,5
"plan1058","5c94e302f2",0,0.0,0,"Associate",147029.0,0,0
"plan1057","77cf103dd9",0,0.0,0,"Administrative Officer",128063.0,0,0
"plan1056","c8dfcca16f",0,0.0,0,"Project Manager",118131.0,0,0
"plan1054","02e7a841e7",0,0.0,0,"Head of Marketing and Sales",63042.0,0,0
"plan1053","dfee3d3b94",0,0.0,0,"Secretary",76805.0,0,0
"plan1052","3f96611c28",0,0.0,0,"Secretary",134180.0,0,0
"plan1050","80d246a561",0,0.0,0,"Secretary",94704.0,0,0
"plan1049","6deaddf4d3",2,251534.0,0,"Secretary",125767.0,0,2
"plan1048","e0f56a1079",2,269390.0,0,"Designer",134695.0,0,2
"plan1047","79cc8efbde",2,216910.0,0,"Researcher",108455.0,0,2
"plan1045","1d65595083",0,0.0,0,"Administrative Officer",102994.0,0,0
"plan1044","9b05b1bb30",2,227952.0,0,"Project Manager",113976.0,0,2
"plan1043","82f8852472",2,215014.0,0,"Software Developer",107507.0,0,2
"plan1042","6f294dd5b0",2,214672.0,0,"Engineer",107336.0,0,2
"plan1041","b7ca28877d",2,133444.0,0,"Researcher",66722.0,0,2
"plan1039","9ff32ad973",2,264852.0,0,"Researcher",132426.0,0,2
"plan1038","4e30db7a46",0,0.0,0,"Project Manager",78464.0,0,0
"plan1037","4ba0d5007e",2,103960.0,0,"Designer",51980.0,0,2
"plan1036","99b21fef39",2,181078.0,0,"Software Developer",90539.0,0,2
"plan1035","dee6af0a93",2,204014.0,0,"Software Developer",102007.0,0,2
"plan1034","f35edb43c5",0,0.0,0,"Project Manager",138617.0,0,0
"plan1032","4161356901",2,205962.0,0,"Software Developer",102981.0,0,2
"plan1031","12aabfdf7d",2,136826.0,0,"Engineer",68413.0,0,2
"plan1030","b33806af38",2,180486.0,0,"Accountant",90243.0,0,2
"plan1029","c1086e4217",2,180348.0,0,"Business Development Manager",90174.0,0,2
"plan1028","588c6a9f7c",2,134472.0,0,"Researcher",67236.0,0,2
"plan1027","9f4906e875",0,0.0,0,"Project Manager",108902.0,0,0
"plan1026","5cc0ea346f",2,231992.0,0,"Engineer",115996.0,0,2
"plan1025","279fac45e4",0,0.0,0,"Engineer",90825.0,0,0
"plan1024","4985f6d204",2,130560.0,0,"HR Manager",65280.0,0,2
"plan1023","dd0d327321",2,287428.0,0,"Accountant",143714.0,0,2
"plan1022","6275184779",2,207714.0,0,"Associate",103857.0,0,2
"plan1021","bfa5c76687",2,168176.0,0,"Engineer",84088.0,0,2
"plan1020","d578294ec5",2,264506.0,0,"Analyst",132253.0,0,2
"plan1019","962c508367",2,115184.0,0,"Software Developer",57592.0,0,2
"plan1018","3c2f51f8a5",0,0.0,0,"Head of Marketing and Sales",78967.0,0,0
"plan1017","2850e6ca92",2,241278.0,0,"Administrative Officer",120639.0,0,2
"plan1016","637dc6d6b8",0,0.0,0,"Associate",68215.0,0,0
"plan1015","4053f374e6",2,218128.0,0,"Analyst",109064.0,0,2
"plan1014","acf9e5551c",2,265204.0,0,"Researcher",132602.0,0,2
"plan1013","424d95e687",2,232802.0,0,"Associate",116401.0,0,2
"plan1012","9c7b41b6c5",2,191318.0,0,"Administrative Officer",95659.0,0,2
"plan1011","6d38b3ebfe",0,0.0,0,"Secretary",84539.0,0,0
"plan1010","37d43e4fbf",2,106656.0,0,"Engineer",53328.0,0,2
"plan1009","77eb8279a9",2,294194.0,0,"Accountant",147097.0,0,2
"plan1008","fc2e6502c3",2,288530.0,0,"Administrative Officer",144265.0,0,2
"plan1007","e333db674f",2,251244.0,0,"Associate",125622.0,0,2
"plan1006","7a567c974b",2,161516.0,0,"HR Manager",80758.0,0,2
"plan1005","a54dad99d0",2,102244.0,0,"HR Manager",51122.0,0,2
"plan1004","9cac92c005",2,100862.0,0,"HR Manager",50431.0,0,2
"plan1003","4dd2439eff",2,107518.0,0,"Secretary",53759.0,0,2
"plan1000","b964357071",2,117290.0,0,"Researcher",58645.0,0,2
"plan1002","0ed80c34db",2,155110.0,0,"Engineer",77555.0,0,2
"plan1001","06bdeaa6ba",2,223716.0,0,"Secretary",111858.0,0,2
"plan5","791e458490",2,184258.0,0,"Accountant",92129.0,0,2
"plan4","87bb7a03f1",0,0.0,0,"Engineer",112355.0,0,0
"plan3","8a25f59fa0",2,234472.0,0,"Administrative Officer",117236.0,0,2
"plan2","9e1185cc64",2,287454.0,0,"Secretary",143727.0,0,2
"plan1","f8def660a5",2,286464.0,0,"Accountant",143232.0,0,2
"plan999","22b317e906",0,0.0,0,"Accountant",92135.0,0,0
"plan997","85ac16a2d7",2,275730.0,0,"Business Development Manager",137865.0,0,2
"plan996","3796be2192",2,261638.0,0,"Business Development Manager",130819.0,0,2
"plan992","f201e5b676",2,196014.0,0,"Administrative Officer",98007.0,0,2
"plan991","02579643ef",2,152408.0,0,"Accountant",76204.0,0,2
"plan990","e1b2a5c1c8",2,171882.0,0,"Secretary",85941.0,0,2
"plan989","7b712e99f1",2,109962.0,0,"HR Manager",54981.0,0,2
"plan988","4e2518957b",2,274532.0,0,"Designer",137266.0,0,2
"plan986","93df9b9242",2,294830.0,0,"Administrative Officer",147415.0,0,2
"plan985","e4096f91c6",2,215872.0,0,"Analyst",107936.0,0,2
"plan984","97ec9370dd",2,118700.0,0,"Business Development Manager",59350.0,0,2
"plan983","c6e31028e6",2,243576.0,0,"Researcher",121788.0,0,2
"plan982","f1c0e56b97",2,112714.0,0,"Designer",56357.0,0,2
"plan981","e1cd70b3d6",0,0.0,0,"Accountant",142341.0,0,0
"plan980","5014939106",2,204442.0,0,"Designer",102221.0,0,2
"plan978","8114e3e325",2,284126.0,0,"Business Development Manager",142063.0,0,2
"plan977","a75a4935bb",2,106106.0,0,"Head of Marketing and Sales",53053.0,0,2
"plan976","c65b9109b1",2,214692.0,0,"Head of Marketing and Sales",107346.0,0,2
"plan975","602589d533",2,193622.0,0,"Head of Marketing and Sales",96811.0,0,2
"plan974","df353231cf",2,234708.0,0,"Head of Marketing and Sales",117354.0,0,2
"plan972","9e02854766",2,214102.0,0,"HR Manager",107051.0,0,2
"plan971","254cc6b777",2,126842.0,0,"Project Manager",63421.0,0,2
"plan970","8be24dc90d",2,293092.0,0,"Designer",146546.0,0,2
"plan969","dd7473aef4",2,104460.0,0,"Software Developer",52230.0,0,2
"plan968","cf2e55f578",2,231862.0,0,"Head of Marketing and Sales",115931.0,0,2
"plan967","9f5d673944",2,142696.0,0,"Designer",71348.0,0,2
"plan966","7f544e6b2b",2,141394.0,0,"Accountant",70697.0,0,2
"plan965","0f5e760e23",0,0.0,0,"HR Manager",65480.0,0,0
"plan964","079afc5354",2,172698.0,0,"Business Development Manager",86349.0,0,2
"plan963","c4cfdedc27",2,125812.0,0,"Administrative Officer",62906.0,0,2
"plan961","702ed5895a",2,292942.0,0,"Head of Marketing and Sales",146471.0,0,2
"plan960","a1bb782b4a",2,244120.0,0,"Secretary",122060.0,0,2
"plan959","76615392a8",2,214242.0,0,"Designer",107121.0,0,2
"plan958","1b7ad24356",2,217494.0,0,"Software Developer",108747.0,0,2
"plan956","c10cada1d0",2,235414.0,0,"Head of Marketing and Sales",117707.0,0,2
"plan955","ed818a70de",2,282108.0,0,"Secretary",141054.0,0,2
"plan954","61a7dfaa3c",2,108484.0,0,"Accountant",54242.0,0,2
"plan953","b38f50974e",2,220984.0,0,"Administrative Officer",110492.0,0,2
"plan952","848f7531e5",2,208078.0,0,"Software Developer",104039.0,0,2
"plan951","4decbd66e4",0,0.0,0,"Administrative Officer",57704.0,0,0
"plan948","552a065f86",2,149318.0,0,"Accountant",74659.0,0,2
"plan947","c02afcfdd8",2,276462.0,0,"Software Developer",138231.0,0,2
"plan946","13109e1276",2,213444.0,0,"Business Development Manager",106722.0,0,2
"plan945","6e1ee84730",2,273492.0,0,"Researcher",136746.0,0,2
"plan943","e670b7990f",2,206054.0,0,"Head of Marketing and Sales",103027.0,0,2
"plan942","08792eef48",2,246414.0,0,"Head of Marketing and Sales",123207.0,0,2
"plan941","7e71736cc8",2,286914.0,0,"Secretary",143457.0,0,2
"plan940","3a24ab5592",2,123862.0,0,"Software Developer",61931.0,0,2
"plan937","c5899a90f5",2,131406.0,0,"Associate",65703.0,0,2
"plan934","7f089a22d1",2,281506.0,0,"Administrative Officer",140753.0,0,2
"plan933","3ae81569e6",0,0.0,0,"HR Manager",89606.0,0,0
"plan932","6610c835ee",2,138698.0,0,"Business Development Manager",69349.0,0,2
"plan931","d8f979bc64",2,216180.0,0,"Head of Marketing and Sales",108090.0,0,2
"plan930","71408d143a",2,206230.0,0,"Project Manager",103115.0,0,2
"plan929","6abbf586a1",0,0.0,0,"Researcher",65261.0,0,0
"plan928","aca125aff7",0,0.0,0,"Analyst",62570.0,0,0
"plan927","c03e57be0c",2,266364.0,0,"Associate",133182.0,0,2
"plan925","ef4c6abe38",2,160806.0,0,"Project Manager",80403.0,0,2
"plan924","8c71ba7dcf",2,282500.0,0,"Accountant",141250.0,0,2
"plan923","d6906ef4bc",2,108496.0,0,"Head of Marketing and Sales",54248.0,0,2
"plan922","ac67e54a13",2,299396.0,0,"Engineer",149698.0,0,2
"plan921","563011349d",2,173476.0,0,"Designer",86738.0,0,2
"plan920","dc167a3a88",0,0.0,0,"Project Manager",66313.0,0,0
"plan918","2e25d1c838",2,227702.0,0,"Secretary",113851.0,0,2
"plan916","6b82c44e48",0,0.0,0,"Analyst",102457.0,0,0
"plan915","e2dc6b6a1b",2,155254.0,0,"Secretary",77627.0,0,2
"plan914","3ba2ec507a",2,150102.0,0,"Software Developer",75051.0,0,2
"plan913","bef9437980",0,0.0,0,"Secretary",92358.0,0,0
"plan912","5ea3d41c86",0,0.0,0,"Analyst",96952.0,0,0
"plan911","2582eafd1f",2,159930.0,0,"Project Manager",79965.0,0,2
"plan909","e2e239358f",0,0.0,0,"Associate",94147.0,0,0
"plan908","adbd7d58a5",0,0.0,0,"Business Development Manager",101868.0,0,0
"plan907","fca8a32db1",2,275024.0,0,"Accountant",137512.0,0,2
"plan906","69e7e3eaf0",2,144792.0,0,"Project Manager",72396.0,0,2
"plan904","e8f0217c3d",2,278604.0,0,"Software Developer",139302.0,0,2
"plan903","748bb5d80a",2,187694.0,0,"Business Development Manager",93847.0,0,2
"plan901","f135830a8a",2,207990.0,0,"Accountant",103995.0,0,2
"plan900","3c4a924c13",2,234770.0,0,"Administrative Officer",117385.0,0,2
"plan899","c07a4c45ad",2,175276.0,0,"Administrative Officer",87638.0,0,2
"plan898","e99c0e5510",2,299384.0,0,"Designer",149692.0,0,2
"plan897","7090134a93",2,163734.0,0,"Accountant",81867.0,0,2
"plan896","ca86fed00a",2,146990.0,0,"Business Development Manager",73495.0,0,2
"plan895","46a2ddd2f2",2,245420.0,0,"Business Development Manager",122710.0,0,2
"plan894","eb6ad02d79",2,251036.0,0,"Head of Marketing and Sales",125518.0,0,2
"plan892","9e7c11e6ce",2,152654.0,0,"Secretary",76327.0,0,2
"plan891","abb2447a2c",0,0.0,0,"Researcher",55581.0,0,0
"plan890","51d20c85b9",2,101720.0,0,"Project Manager",50860.0,0,2
"plan889","6c9c8b75e9",2,288336.0,0,"Designer",144168.0,0,2
"plan888","ec9e9d144e",0,0.0,0,"Administrative Officer",138642.0,0,0
"plan887","c662f7ad6d",2,247028.0,0,"Analyst",123514.0,0,2
"plan886","d5edeee3cd",0,0.0,0,"Analyst",93488.0,0,0
"plan885","416675e17c",2,194760.0,0,"Engineer",97380.0,0,2
"plan884","5889407870",2,160178.0,0,"Analyst",80089.0,0,2
"plan883","f276778053",2,211422.0,0,"Designer",105711.0,0,2
"plan881","5c59ebe8f3",2,142038.0,0,"HR Manager",71019.0,0,2
"plan879","4d1d024258",2,163416.0,0,"Accountant",81708.0,0,2
"plan878","afb77413bc",2,185004.0,0,"Project Manager",92502.0,0,2
"plan877","566050ee73",2,231352.0,0,"Project Manager",115676.0,0,2
"plan876","dcd971092d",2,204990.0,0,"Designer",102495.0,0,2
"plan875","f8dba3a59f",2,164024.0,0,"Designer",82012.0,0,2
"plan874","fa8a2d09d5",0,0.0,0,"HR Manager",130857.0,0,0
"plan873","f5266c6015",2,268284.0,0,"Researcher",134142.0,0,2
"plan872","7b8e853db1",2,164018.0,0,"Designer",82009.0,0,2
"plan871","1e57583e68",2,244706.0,0,"Business Development Manager",122353.0,0,2
"plan870","6dcdc1f723",2,250646.0,0,"Business Development Manager",125323.0,0,2
"plan869","9ea83ffea1",0,0.0,0,"Accountant",126223.0,0,0
"plan868","b2f132a484",2,147448.0,0,"HR Manager",73724.0,0,2
"plan866","0f2b5ffe12",0,0.0,0,"Secretary",77228.0,0,0
"plan865","a9dee7f429",2,220916.0,0,"Associate",110458.0,0,2
"plan864","8f0de5969b",2,136990.0,0,"Researcher",68495.0,0,2
"plan863","292225bf3f",0,0.0,0,"Associate",115520.0,0,0
"plan862","a01b5a036b",2,268938.0,0,"Analyst",134469.0,0,2
"plan861","bd11644ed5",2,235602.0,0,"Head of Marketing and Sales",117801.0,0,2
"plan860","2fdb6b27ab",0,0.0,0,"HR Manager",132865.0,0,0
"plan859","5d1f10812c",2,191826.0,0,"Administrative Officer",95913.0,0,2
"plan858","7fc2fb7fce",0,0.0,0,"Analyst",132870.0,0,0
"plan857","8ad60be27c",2,149906.0,0,"Engineer",74953.0,0,2
"plan856","e1e008273f",2,195160.0,0,"Associate",97580.0,0,2
"plan855","5d8ff9d30a",2,245624.0,0,"Engineer",122812.0,0,2
"plan854","b588a976e7",2,290134.0,0,"Project Manager",145067.0,0,2
"plan853","3a38a2b501",0,0.0,0,"Software Developer",148934.0,0,0
"plan852","e46a4f8b0d",2,125504.0,0,"Researcher",62752.0,0,2
"plan851","b896112bef",2,125960.0,0,"Project Manager",62980.0,0,2
"plan850","5e48fb49be",2,255716.0,0,"Engineer",127858.0,0,2
"plan849","136ee8ce74",2,116016.0,0,"Project Manager",58008.0,0,2
"plan847","cdfe0fb26a",0,0.0,0,"Designer",59711.0,0,0
"plan846","d7e621c7ab",0,0.0,0,"Administrative Officer",126093.0,0,0
"plan845","ec7c47bb33",2,139758.0,0,"Project Manager",69879.0,0,2
"plan843","97ae928c59",2,283578.0,0,"Project Manager",141789.0,0,2
"plan842","586a4cecb9",2,271640.0,0,"HR Manager",135820.0,0,2
"plan841","9696793162",2,105088.0,0,"Accountant",52544.0,0,2
"plan840","2c9b010ad1",2,259336.0,0,"Administrative Officer",129668.0,0,2
"plan839","d1415f7328",2,116118.0,0,"Engineer",58059.0,0,2
"plan838","3daebe2691",0,0.0,0,"Analyst",74001.0,0,0
"plan837","a4e768a5e4",2,259588.0,0,"Researcher",129794.0,0,2
"plan836","60329ee892",2,178996.0,0,"Accountant",89498.0,0,2
"plan835","2012b25ae5",2,133674.0,0,"Engineer",66837.0,0,2
"plan834","2fe2a26728",2,266196.0,0,"Researcher",133098.0,0,2
"plan833","a3248240b0",2,220714.0,0,"Administrative Officer",110357.0,0,2
"plan832","5e0aca6116",0,0.0,0,"Administrative Officer",64489.0,0,0
"plan831","1a3f1f5eb3",2,210726.0,0,"Business Development Manager",105363.0,0,2
