"ID","Department","Company","From Date","Total Estimated Budget","To Date","ID (Staffing Plan Detail)"
"plan1480","Sales - 8","8company","2037-04-20",173390.0,"2037-11-20","970e0e8d56"
"plan1479","Customer Service - 113","13company","2037-08-18",417864.0,"2037-10-19","760db11cb4"
"plan1478","Dispatch - 9","9company","2035-02-06",378330.0,"2035-11-17","4d862c50c4"
"plan1477","","11company","2035-11-27",0.0,"2035-11-29","b92292f394"
"plan1476","Dispatch - 6","6company","2036-09-03",1240041.0,"2036-09-05","a59c4a1e4f"
"plan1475","Purchase - 113","13company","2036-06-26",1280565.0,"2036-09-28","03e94c8ae5"
"plan1474","Legal - 112","12company","2035-09-23",0.0,"2036-10-23","85cc973e78"
"plan1472","Quality Management - 7","7company","2036-10-19",0.0,"2036-11-25","d9566401fe"
"plan1471","Management - 6","6company","2037-01-28",0.0,"2037-05-29","1a5381b67c"
"plan1470","Production - 1","1company","2037-07-27",0.0,"2037-08-28","9ac528286f"
"plan1469","Legal - 118","18company","2036-06-07",849936.0,"2036-06-21","8d19295f83"
"plan1468","Sales - 116","16company","2035-10-11",0.0,"2035-11-15","eb644b71fd"
"plan1467","Production - 9","9company","2036-08-20",1170565.0,"2036-08-24","e366022feb"
"plan1466","Human Resources - 3","3company","2036-04-20",449925.0,"2036-06-28","70d1b04cfe"
"plan1465","Customer Service - 117","17company","2037-06-23",969386.0,"2037-08-24","b9dc98f9d8"
"plan1464","Marketing - 6","6company","2037-08-19",1200280.0,"2037-09-27","b05ad71f36"
"plan1463","Sales - 113","13company","2035-10-12",828924.0,"2036-11-23","59c326def6"
"plan1462","Production - 5","5company","2036-08-05",0.0,"2036-11-17","ecfc0c4fae"
"plan1461","Management - 4","4company","2037-11-18",0.0,"2037-11-27","7bbb553708"
"plan1460","Sales - 113","13company","2035-03-27",0.0,"2035-11-28","2a1cc171dd"
"plan1459","Research & Development - 7","7company","2036-03-06",0.0,"2036-11-26","4698b51933"
"plan1457","Quality Management - 1","1company","2037-10-06",217076.0,"2037-11-09","2c4a7bddc2"
"plan1456","Operations - 5","5company","2037-06-05",0.0,"2037-06-14","6a4de2e638"
"plan1455","Operations - 118","18company","2037-11-04",986293.0,"2037-11-29","e5443808db"
"plan1454","Operations - 110","10company","2035-03-08",402490.0,"2036-10-19","73f19d1c4a"
"plan1453","Marketing - 4","4company","2037-10-13",300895.0,"2037-11-19","8875456250"
"plan1452","Purchase - 117","17company","2037-05-16",1614085.0,"2037-08-24","de0acf86ab"
"plan1451","Dispatch - 113","13company","2037-03-25",0.0,"2037-05-26","a35edb7a31"
"plan1450","Purchase - 7","7company","2036-06-12",1139168.0,"2036-08-14","1280c1c56f"
"plan1449","Marketing - 115","15company","2035-01-25",0.0,"2035-11-29","9549e2a2a5"
"plan1447","Sales - 5","5company","2035-07-29",0.0,"2036-08-29","4178a2ba87"
"plan1446","Customer Service - 6","6company","2036-06-21",0.0,"2036-10-24","c625ba1b4b"
"plan1444","Dispatch - 117","17company","2035-07-23",1183446.0,"2036-07-27","7f46a6d08d"
"plan1443","Quality Management - 9","9company","2036-11-13",0.0,"2036-11-22","fe8bf879ef"
"plan1442","Human Resources - 115","15company","2037-05-17",0.0,"2037-10-26","2fa9b78893"
"plan1441","Management - 1","1company","2036-07-01",0.0,"2036-07-29","c020770d99"
"plan1439","Management - 114","14company","2035-02-05",409179.0,"2035-09-07","386eaf0d31"
"plan1438","Production - 112","12company","2037-09-29",1216840.0,"2037-11-29","d6b1b317e0"
"plan1437","Purchase - 117","17company","2037-11-26",1214964.0,"2037-11-28","7e9b540db8"
"plan1436","Operations - 114","14company","2037-04-18",1221903.0,"2037-08-22","5597dc6682"
"plan1435","Production - 2","2company","2037-02-08",702210.0,"2037-10-14","438533d0d3"
"plan1434","Marketing - 115","15company","2036-05-03",850232.0,"2036-08-05","4369ccddc6"
"plan1433","Research & Development - 115","15company","2035-11-25",583412.0,"2035-11-25","1008ad3ff4"
"plan1432","Dispatch - 116","16company","2037-07-16",0.0,"2037-11-17","89c875242f"
"plan1431","Quality Management - 9","9company","2035-08-09",0.0,"2036-09-17","f61363f114"
"plan1430","Research & Development - 117","17company","2035-04-09",370556.0,"2035-06-23","cdd02a5208"
"plan1429","Management - 5","5company","2037-02-21",0.0,"2037-08-25","f80b032b89"
"plan1427","Research & Development - 8","8company","2036-08-18",0.0,"2036-08-28","683f4ac6e1"
"plan1426","Sales - 7","7company","2035-05-04",616550.0,"2035-07-23","8b979789d4"
"plan1425","Quality Management - 117","17company","2036-08-25",284735.0,"2036-08-26","7dce7f3453"
"plan1424","Legal - 112","12company","2037-01-06",550356.0,"2037-05-16","c605a71d90"
"plan1423","Operations - 9","9company","2037-01-10",0.0,"2037-04-10","6576844534"
"plan1422","Human Resources - 116","16company","2037-03-10",0.0,"2037-05-29","e902de5c0a"
"plan1421","Dispatch - 112","12company","2037-04-27",1220328.0,"2037-09-28","c1244d4f3b"
"plan1420","Management - 1","1company","2035-08-10",0.0,"2035-10-28","149e544a6f"
"plan1419","Sales - 114","14company","2037-10-24",798540.0,"2037-11-25","2941db0b72"
"plan1418","Dispatch - 1","1company","2037-09-02",1281760.0,"2037-11-11","4f620cb775"
"plan1416","Research & Development - 118","18company","2037-06-03",0.0,"2037-07-28","7bcf3fe1cf"
"plan1415","Customer Service - 118","18company","2036-11-23",0.0,"2036-11-26","a55c0de39e"
"plan1414","Legal - 2","2company","2037-01-03",0.0,"2037-06-08","849c39d0e8"
"plan1413","Production - 113","13company","2037-11-29",0.0,"2037-11-29","8cefa0533c"
"plan1412","Operations - 8","8company","2036-05-03",318348.0,"2036-10-16","760594124b"
"plan1411","Sales - 113","13company","2037-10-03",718632.0,"2037-10-28","ece3a3913a"
"plan1410","Quality Management - 1","1company","2037-06-11",0.0,"2037-06-12","400fe5207b"
"plan1409","","11company","2037-05-15",0.0,"2037-06-15","5536fa4017"
"plan1408","Management - 110","10company","2037-01-14",0.0,"2037-08-22","2fd78cdb19"
"plan1407","Purchase - 118","18company","2037-04-04",0.0,"2037-08-11","9c14a97e65"
"plan1406","Operations - 113","13company","2036-10-20",0.0,"2036-10-21","03e300d83c"
"plan1405","Quality Management - 118","18company","2035-11-29",0.0,"2035-11-29","6e09a411e2"
"plan1404","Sales - 117","17company","2035-02-22",0.0,"2036-10-26","c697bf3c80"
"plan1403","Operations - 118","18company","2037-03-15",0.0,"2037-11-17","8a3ae08442"
"plan1402","Quality Management - 118","18company","2036-03-25",0.0,"2036-08-27","743598034f"
"plan1401","Production - 6","6company","2037-07-10",1251283.0,"2037-07-10","344e0a4919"
"plan1400","Dispatch - 1","1company","2036-08-21",425979.0,"2036-11-24","55ede9d367"
"plan1346","Quality Management - 118","18company","2034-09-27",0.0,"2034-11-27","0a4ed14805"
"plan1345","Operations - 6","6company","2035-10-08",0.0,"2035-10-09","a06e118c25"
"plan1344","Customer Service - 8","8company","2035-06-22",0.0,"2035-06-23","551acd494f"
"plan1343","Operations - 115","15company","2034-10-28",0.0,"2034-10-29","512b13fbdc"
"plan1341","Customer Service - 118","18company","2034-03-02",0.0,"2034-07-19","dad4838466"
"plan1340","","11company","2035-11-13",378060.0,"2035-11-20","7c2ddf236c"
"plan1338","Legal - 115","15company","2034-03-02",1192680.0,"2034-07-20","1b044f4fa0"
"plan1336","Customer Service - 110","10company","2033-02-07",634158.0,"2034-10-10","3b1fb1ed72"
"plan1334","Purchase - 6","6company","2033-10-05",416870.0,"2033-10-25","de29f574ce"
"plan1333","Operations - 5","5company","2034-11-19",1606715.0,"2034-11-29","03b9d1fca0"
"plan1330","Sales - 7","7company","2034-03-12",890263.0,"2034-07-16","600f0cecb7"
"plan1329","Production - 115","15company","2035-11-28",1247670.0,"2035-11-28","14a36e5e4c"
"plan1328","Operations - 7","7company","2033-05-14",739818.0,"2034-08-20","64f303d608"
"plan1327","Management - 110","10company","2034-02-02",0.0,"2034-08-02","bda8a965fd"
"plan1325","Human Resources - 113","13company","2033-11-01",0.0,"2034-11-24","c588d5efb2"
"plan1324","Marketing - 2","2company","2035-01-04",0.0,"2035-02-14","46baea080a"
"plan1322","Quality Management - 2","2company","2033-05-29",0.0,"2034-09-29","105fcc539d"
"plan1320","Human Resources - 9","9company","2034-08-18",0.0,"2034-09-27","fa45776abd"
"plan1318","Research & Development - 4","4company","2035-04-04",525816.0,"2035-04-24","3384d74889"
"plan1317","Management - 6","6company","2034-05-27",0.0,"2034-05-28","e8cdf1c1e2"
"plan1315","Customer Service - 114","14company","2035-11-10",506793.0,"2035-11-25","b3d3019669"
"plan1314","Marketing - 115","15company","2034-11-14",670080.0,"2034-11-21","98b4253af8"
"plan1312","Quality Management - 1","1company","2033-06-08",865935.0,"2034-08-23","a5ccdec06e"
"plan1311","","11company","2035-09-20",0.0,"2035-11-23","38fabd4116"
"plan1310","Legal - 115","15company","2033-01-09",0.0,"2034-04-29","bd2b984e84"
"plan1308","","11company","2034-08-25",408485.0,"2034-08-28","d9c28a1f24"
"plan1307","Operations - 5","5company","2033-09-02",1334061.0,"2034-11-12","eb62ed2206"
"plan1306","Production - 113","13company","2033-02-12",576628.0,"2033-09-15","4639b8f678"
"plan1305","Purchase - 2","2company","2035-08-28",550695.0,"2035-09-29","c1fa48b8f4"
"plan1304","Customer Service - 114","14company","2033-01-03",0.0,"2034-03-21","d508ecb70e"
"plan1303","Quality Management - 1","1company","2035-10-09",467976.0,"2035-11-14","c029d34a4c"
"plan1301","Production - 116","16company","2035-06-14",482768.0,"2035-09-28","121358c744"
"plan1300","Management - 6","6company","2034-07-27",798255.0,"2034-07-29","fc37723f06"
"plan1299","Management - 7","7company","2035-11-05",0.0,"2035-11-07","7b4b88ceec"
"plan1298","Operations - 5","5company","2033-01-14",0.0,"2034-01-26","af393283d1"
"plan1297","Operations - 7","7company","2035-05-16",791170.0,"2035-09-19","4e417b138e"
"plan1295","Management - 6","6company","2034-05-22",268515.0,"2034-07-26","8bd97c9dcc"
"plan1294","Legal - 118","18company","2033-01-22",200050.0,"2034-01-26","cede846ebd"
"plan1293","Customer Service - 113","13company","2034-01-03",829452.0,"2034-02-25","fdc54b8984"
"plan1291","Human Resources - 114","14company","2035-06-05",136078.0,"2035-11-26","a0f760e86f"
"plan1289","Quality Management - 8","8company","2034-11-01",1546886.0,"2034-11-11","87279535d7"
"plan1288","Operations - 118","18company","2034-04-28",858081.0,"2034-08-29","fc81af569f"
"plan1284","Marketing - 110","10company","2035-01-21",231927.0,"2035-04-29","662d47104b"
"plan1283","Production - 113","13company","2034-01-16",0.0,"2034-09-24","0396c34b1b"
"plan1282","Production - 4","4company","2035-07-06",551012.0,"2035-11-09","bb96d7a791"
"plan1280","Human Resources - 116","16company","2034-07-12",692560.0,"2034-07-25","836bfa118a"
"plan1279","Purchase - 4","4company","2033-04-13",802053.0,"2034-06-22","faadd4d83d"
"plan1278","Quality Management - 6","6company","2035-11-26",473350.0,"2035-11-28","f33514134c"
"plan1277","Management - 118","18company","2033-09-05",0.0,"2033-10-07","06504323ae"
"plan1276","Legal - 4","4company","2035-04-11",0.0,"2035-06-23","7d93b8d87c"
"plan1275","Research & Development - 5","5company","2034-01-07",334408.0,"2034-03-27","7de42e4457"
"plan1270","Production - 116","16company","2034-11-18",484248.0,"2034-11-20","0e7ac38dd7"
"plan1268","Management - 4","4company","2035-10-10",714375.0,"2035-11-21","05e0d16aec"
"plan1267","Human Resources - 112","12company","2034-04-02",402957.0,"2034-07-16","4bb909e5dc"
"plan1265","Sales - 114","14company","2034-01-01",0.0,"2034-09-06","0b156bca1a"
"plan1264","Production - 6","6company","2034-03-26",519152.0,"2034-09-28","093935ef44"
"plan1263","Management - 7","7company","2035-08-19",0.0,"2035-09-24","cb09a3ee16"
"plan1262","Quality Management - 4","4company","2033-04-27",430104.0,"2034-04-27","6fbd57d6d6"
"plan1261","Quality Management - 113","13company","2035-10-14",0.0,"2035-10-29","c60d27dc11"
"plan1260","Production - 6","6company","2033-11-09",920556.0,"2033-11-20","e19d734fff"
"plan1257","Human Resources - 7","7company","2035-03-23",1060389.0,"2035-04-23","41b5ea7710"
"plan1256","Human Resources - 118","18company","2035-01-18",309116.0,"2035-03-22","3f15b4bbe0"
"plan1255","Dispatch - 7","7company","2035-05-24",434076.0,"2035-11-28","20d092f72d"
"plan1254","Dispatch - 113","13company","2033-05-14",590415.0,"2034-09-22","fd50ea2ebd"
"plan1253","Marketing - 4","4company","2035-11-11",630430.0,"2035-11-15","7fe3668e8d"
"plan1250","Quality Management - 118","18company","2034-03-15",562796.0,"2034-04-23","8399bd7d13"
"plan1249","Marketing - 3","3company","2034-08-15",664615.0,"2034-11-26","ab6216043e"
"plan1248","Purchase - 8","8company","2034-09-19",512309.0,"2034-11-25","810b2df7d2"
"plan1247","Operations - 112","12company","2035-11-01",406555.0,"2035-11-08","c865ebf154"
"plan1246","Purchase - 5","5company","2035-07-22",527224.0,"2035-09-26","661a09825c"
"plan1245","Operations - 1","1company","2035-01-28",447645.0,"2035-02-28","5ecb5a5628"
"plan1244","Marketing - 3","3company","2035-09-04",0.0,"2035-10-29","261d3082d8"
"plan1243","Human Resources - 4","4company","2034-10-28",1267035.0,"2034-11-28","e622205888"
"plan1241","Customer Service - 3","3company","2033-07-14",0.0,"2033-08-25","ebc2c981fe"
"plan1240","Quality Management - 112","12company","2034-04-08",0.0,"2034-04-27","2563fa7ce9"
"plan1238","Dispatch - 6","6company","2035-06-03",724990.0,"2035-10-07","5766dd847a"
"plan1237","Operations - 118","18company","2034-07-28",314285.0,"2034-08-28","5ea6df8685"
"plan1236","","11company","2034-02-03",806897.0,"2034-07-20","b9bed05b4b"
"plan1235","Human Resources - 2","2company","2034-08-16",0.0,"2034-08-18","ae9587d407"
"plan1234","Management - 8","8company","2034-11-21",0.0,"2034-11-22","ec6dc64165"
"plan1233","Legal - 118","18company","2035-01-17",0.0,"2035-04-18","6e93028d81"
"plan1232","Sales - 9","9company","2035-07-02",899115.0,"2035-09-24","2f9861dd9e"
"plan1231","Research & Development - 3","3company","2035-04-17",1014475.0,"2035-11-26","dfd2e4ba9d"
"plan1230","Sales - 7","7company","2033-01-08",1174632.0,"2034-05-12","0534f06406"
"plan1229","Customer Service - 9","9company","2033-10-20",864344.0,"2033-11-26","0e56ce965a"
"plan1228","Operations - 5","5company","2035-07-21",0.0,"2035-07-21","f6efca33ba"
"plan1227","Purchase - 5","5company","2034-05-06",868266.0,"2034-08-10","302b200695"
"plan1226","Legal - 115","15company","2034-05-21",441378.0,"2034-09-29","988d3eab90"
"plan1224","Management - 3","3company","2033-07-21",1238479.0,"2033-09-29","3cd858e306"
"plan1223","Management - 4","4company","2035-01-28",387462.0,"2035-09-29","9851e052a4"
"plan1222","Dispatch - 2","2company","2033-07-16",627991.0,"2033-07-23","bba3e4b4d0"
"plan1221","","11company","2035-10-02",617067.0,"2035-11-28","423f2fb4ca"
"plan1220","Production - 6","6company","2035-07-21",0.0,"2035-09-26","ce2b35038b"
"plan1218","Legal - 6","6company","2035-05-28",776124.0,"2035-11-29","111f764fa0"
"plan1217","Customer Service - 3","3company","2035-08-27",277692.0,"2035-08-28","6fca712117"
"plan1216","Legal - 114","14company","2033-01-25",0.0,"2034-03-26","0f1f4bf60d"
"plan1215","Management - 113","13company","2035-07-13",0.0,"2035-09-14","975cd2eedb"
"plan1214","Quality Management - 4","4company","2034-05-20",860373.0,"2034-11-24","84d7e446db"
"plan1213","Operations - 7","7company","2035-10-14",1315593.0,"2035-10-14","c4e1740d09"
"plan1212","Human Resources - 5","5company","2033-04-01",1634083.0,"2034-10-14","b1c00d22ea"
"plan1211","Sales - 7","7company","2034-04-15",0.0,"2034-06-21","2247eee4e4"
"plan1210","Marketing - 114","14company","2034-05-29",548165.0,"2034-07-29","af7b9e9d30"
"plan1208","Production - 9","9company","2034-10-23",983626.0,"2034-11-25","d48fc4358b"
"plan1207","Marketing - 116","16company","2034-09-19",165460.0,"2034-11-22","cfe558ee36"
"plan1206","Purchase - 8","8company","2033-04-26",520107.0,"2034-04-27","087d19977d"
"plan1205","Dispatch - 113","13company","2034-01-03",449720.0,"2034-01-14","84ecde31b8"
"plan1204","Marketing - 118","18company","2035-03-23",0.0,"2035-07-27","a5a050f9fa"
"plan1203","Research & Development - 3","3company","2034-06-23",0.0,"2034-07-23","f5ebe2dc67"
"plan1202","Research & Development - 1","1company","2034-10-02",965344.0,"2034-11-22","d7e280e996"
"plan1201","","11company","2033-10-21",0.0,"2033-11-26","28c2d56cde"
"plan1200","Legal - 118","18company","2035-04-23",753582.0,"2035-11-25","243c1d9a01"
"plan1198","Research & Development - 7","7company","2035-07-11",428397.0,"2035-10-24","2e7485ee15"
"plan1197","Sales - 114","14company","2035-02-11",0.0,"2035-10-24","f386510411"
"plan1195","Legal - 113","13company","2034-08-22",0.0,"2034-10-29","65f1da4ff9"
"plan1194","Management - 113","13company","2033-07-29",850952.0,"2034-07-29","5cd7bfd095"
"plan1192","Marketing - 4","4company","2033-04-09",0.0,"2033-09-14","f721313119"
"plan1191","Management - 6","6company","2034-02-06",0.0,"2034-09-18","eed320a85c"
"plan1190","Operations - 5","5company","2035-07-22",0.0,"2035-07-29","8db0fd227d"
"plan1189","Production - 117","17company","2034-03-17",0.0,"2034-09-24","0a89da9205"
"plan1188","Operations - 118","18company","2035-05-10",0.0,"2035-06-23","635c4556e2"
"plan1187","Dispatch - 5","5company","2034-07-27",813350.0,"2034-07-29","647775796a"
"plan1186","Customer Service - 2","2company","2033-09-03",0.0,"2033-09-28","f9e868e19d"
"plan1185","","11company","2035-04-25",0.0,"2035-09-28","90d52db2ea"
"plan1184","Purchase - 2","2company","2035-02-01",1085820.0,"2035-09-26","69312faf28"
"plan1183","Operations - 6","6company","2034-04-25",0.0,"2034-06-25","3331ac60ee"
"plan1182","Marketing - 110","10company","2035-08-02",0.0,"2035-11-27","acf6c7df9e"
"plan1181","Purchase - 116","16company","2034-08-14",639898.0,"2034-09-21","bedf242815"
"plan1180","Research & Development - 8","8company","2033-06-22",0.0,"2033-07-23","0626c4016c"
"plan1179","Sales - 115","15company","2035-10-23",0.0,"2035-11-23","e4067a20cb"
"plan1178","Quality Management - 9","9company","2035-06-10",0.0,"2035-09-21","0b311417f9"
"plan1177","","11company","2034-10-12",539325.0,"2034-10-20","2fd5c4a94a"
"plan1176","Sales - 3","3company","2033-02-27",144320.0,"2033-04-27","625b647ae8"
"plan1175","Purchase - 4","4company","2035-06-20",140966.0,"2035-08-29","e7b9c7d427"
"plan1174","Customer Service - 9","9company","2033-01-07",802137.0,"2034-10-28","52099a7937"
"plan1173","Dispatch - 117","17company","2033-02-18",198900.0,"2034-03-21","50d0c207c9"
"plan1172","Research & Development - 115","15company","2033-02-12",0.0,"2034-08-18","9a785fdb60"
"plan1171","","11company","2035-01-21",769455.0,"2035-10-22","22efb3212b"
"plan1170","Operations - 2","2company","2033-07-21",1393975.0,"2033-10-28","08beea2006"
"plan1169","Research & Development - 117","17company","2034-01-01",359821.0,"2034-11-07","446ca29178"
"plan1167","Research & Development - 4","4company","2034-07-16",1244243.0,"2034-11-21","cfe1977313"
"plan1166","Operations - 116","16company","2035-07-06",0.0,"2035-08-06","1a3f5c83ae"
"plan1165","Customer Service - 110","10company","2033-01-13",1007580.0,"2034-02-28","39a1a639a1"
"plan1164","Operations - 112","12company","2034-05-20",0.0,"2034-09-29","c58a70bdd5"
"plan1163","Production - 115","15company","2034-02-22",0.0,"2034-08-25","f5b05b9551"
"plan1162","Sales - 115","15company","2035-02-25",154988.0,"2035-10-25","bd409d857c"
"plan1161","Customer Service - 7","7company","2035-02-01",0.0,"2035-03-12","1492575e98"
"plan1160","Dispatch - 113","13company","2033-02-07",0.0,"2034-07-10","4b858aa718"
"plan1159","Marketing - 115","15company","2034-03-01",465364.0,"2034-09-28","9cc6e10660"
"plan1158","Customer Service - 7","7company","2034-08-15",499135.0,"2034-10-24","851471d660"
"plan1157","Research & Development - 110","10company","2035-01-02",0.0,"2035-11-14","349cc015d3"
"plan1156","Marketing - 7","7company","2035-08-19",0.0,"2035-10-26","916be79d4e"
"plan1155","Management - 5","5company","2033-08-22",677360.0,"2033-10-28","784efa56e0"
"plan1154","Human Resources - 115","15company","2034-08-23",751744.0,"2034-08-28","42db7d2c61"
"plan1153","Dispatch - 110","10company","2034-05-25",463690.0,"2034-11-27","4676540915"
"plan1152","Management - 115","15company","2035-05-08",1187690.0,"2035-11-23","16e009b8e1"
"plan1151","Human Resources - 115","15company","2033-11-07",0.0,"2033-11-11","d5ac981be9"
"plan1150","","11company","2033-01-10",590586.0,"2033-01-23","ebd3491a35"
"plan1149","Production - 1","1company","2034-09-21",708477.0,"2034-11-25","326d9d2a4f"
"plan1147","Sales - 5","5company","2033-03-11",301365.0,"2033-11-24","5c4d686f4b"
"plan1146","Legal - 116","16company","2035-04-22",0.0,"2035-04-25","3254139f41"
"plan1145","Legal - 6","6company","2033-10-02",387500.0,"2033-10-17","ede2a8f483"
"plan1144","Dispatch - 9","9company","2035-11-24",0.0,"2035-11-27","ac99e9d9e7"
"plan1143","Operations - 7","7company","2034-04-20",0.0,"2034-06-25","dfed66ee7c"
"plan1142","Operations - 5","5company","2034-05-15",0.0,"2034-08-20","fc4dda9c91"
"plan1141","Operations - 7","7company","2034-04-14",0.0,"2034-07-21","58885766d1"
"plan1139","Sales - 5","5company","2034-11-27",0.0,"2034-11-27","c9b5433822"
"plan1138","Marketing - 113","13company","2033-04-04",0.0,"2033-10-24","e37ee175f5"
"plan1137","Marketing - 110","10company","2034-01-03",1254033.0,"2034-09-05","005269c079"
"plan1136","Customer Service - 8","8company","2035-07-20",699568.0,"2035-10-25","cbe2642ace"
"plan1135","Purchase - 8","8company","2035-11-06",0.0,"2035-11-10","f2c067a180"
"plan1134","Human Resources - 118","18company","2035-09-29",841026.0,"2035-11-29","89ca56e5c9"
"plan1133","","11company","2035-10-17",716120.0,"2035-11-21","c0454acf93"
"plan1132","Marketing - 114","14company","2035-11-06",0.0,"2035-11-29","70b367a637"
"plan1130","Legal - 116","16company","2033-11-22",0.0,"2033-11-29","ffe1e7931a"
"plan1129","Customer Service - 115","15company","2033-11-21",586470.0,"2033-11-24","494664c6de"
"plan1128","Dispatch - 6","6company","2034-03-29",0.0,"2034-04-29","71b1b761f0"
"plan1127","Dispatch - 116","16company","2035-09-14",0.0,"2035-10-16","9482134462"
"plan1126","Legal - 8","8company","2035-07-13",844497.0,"2035-09-17","c3b9523e83"
"plan1125","Research & Development - 9","9company","2034-04-21",0.0,"2034-07-27","833ac46f39"
"plan1124","Operations - 3","3company","2033-09-03",0.0,"2034-10-05","8ef09f388c"
"plan1122","Sales - 115","15company","2034-01-26",0.0,"2034-05-27","a9afe5ecfe"
"plan1121","Marketing - 116","16company","2035-08-06",546602.0,"2035-08-14","cb974f7ea2"
"plan1120","Research & Development - 3","3company","2034-01-18",0.0,"2034-07-19","261b2c5514"
"plan1119","Research & Development - 5","5company","2033-08-13",0.0,"2034-09-28","1173439295"
"plan1118","Human Resources - 5","5company","2034-06-26",0.0,"2034-11-27","dfdc2d10fc"
"plan1117","Management - 118","18company","2035-07-22",0.0,"2035-08-29","afce91103c"
"plan1116","Sales - 113","13company","2035-09-17",0.0,"2035-11-17","1a57d5d48a"
"plan1115","Customer Service - 117","17company","2035-10-04",788610.0,"2035-10-12","9fbf75f509"
"plan1114","Quality Management - 113","13company","2035-03-23",0.0,"2035-03-23","cc945381cc"
"plan1113","Operations - 3","3company","2034-06-20",452340.0,"2034-08-29","b9f95ccff5"
"plan1112","Management - 2","2company","2033-05-10",0.0,"2033-09-13","5462ff86f6"
"plan1111","Legal - 112","12company","2033-04-07",0.0,"2034-04-19","d509acf348"
"plan1110","Human Resources - 5","5company","2035-05-27",738395.0,"2035-09-29","21fcedf325"
"plan1109","Legal - 110","10company","2035-11-28",0.0,"2035-11-29","5c7c4e54be"
"plan1108","Human Resources - 9","9company","2033-06-05",0.0,"2033-10-06","25e84da031"
"plan1107","Marketing - 113","13company","2035-08-13",0.0,"2035-11-15","328e0dd23a"
"plan1106","Human Resources - 115","15company","2034-06-15",0.0,"2034-10-19","b6623b8426"
"plan1105","Quality Management - 3","3company","2034-11-14",0.0,"2034-11-14","0f41a7ea3d"
"plan1104","Quality Management - 110","10company","2034-02-13",0.0,"2034-05-28","3004494ceb"
"plan1103","Human Resources - 4","4company","2035-05-11",0.0,"2035-06-22","b194915924"
"plan1102","Research & Development - 118","18company","2035-06-29",0.0,"2035-11-29","fb07b1c2c1"
"plan1101","Customer Service - 115","15company","2035-01-05",0.0,"2035-06-20","94719f9524"
"plan1099","Customer Service - 8","8company","2035-01-15",586012.0,"2035-09-26","8e9808fa67"
"plan1098","Quality Management - 113","13company","2033-02-27",0.0,"2034-07-28","2f24550477"
"plan1097","Quality Management - 7","7company","2033-05-01",794432.0,"2033-06-12","b5e51bc882"
"plan1096","Research & Development - 116","16company","2033-06-06",248396.0,"2033-07-14","ab28a02c07"
"plan1095","Operations - 6","6company","2034-04-12",135070.0,"2034-06-28","a9b17dda73"
"plan1094","Sales - 117","17company","2034-07-26",0.0,"2034-10-28","7b4188d5c5"
"plan1093","Production - 2","2company","2033-08-18",380128.0,"2033-08-26","48521134fe"
"plan1092","Marketing - 7","7company","2033-10-09",0.0,"2034-10-24","4fe4d4983e"
"plan1091","Legal - 5","5company","2033-10-26",0.0,"2033-10-27","cb40490a6a"
"plan1090","Operations - 1","1company","2035-04-08",0.0,"2035-08-29","2484b84568"
"plan1089","Legal - 110","10company","2035-11-19",0.0,"2035-11-20","0964fd8837"
"plan1088","Operations - 2","2company","2033-03-11",0.0,"2033-07-29","ec8921111e"
"plan1087","Customer Service - 8","8company","2033-03-11",0.0,"2034-04-18","c4bd1d86a3"
"plan1086","Operations - 118","18company","2035-11-13",580510.0,"2035-11-19","0bf8814844"
"plan1085","Dispatch - 118","18company","2033-03-17",0.0,"2033-07-18","5b708c9c40"
"plan1084","Marketing - 3","3company","2035-03-11",0.0,"2035-03-17","db710a9936"
"plan1083","Management - 7","7company","2034-01-10",0.0,"2034-02-13","c99a4ac2f0"
"plan1082","","11company","2034-11-15",0.0,"2034-11-18","d4da3e2119"
"plan1081","Sales - 112","12company","2033-07-08",338220.0,"2034-07-25","856a50bfe7"
"plan1080","Human Resources - 113","13company","2035-01-08",0.0,"2035-07-23","7c23263233"
"plan1079","Customer Service - 110","10company","2033-10-11",0.0,"2033-10-28","0cbf799879"
"plan1078","Management - 116","16company","2035-01-18",1162832.0,"2035-05-23","93703e8715"
"plan1077","Purchase - 115","15company","2034-05-25",0.0,"2034-06-26","3b8fca5f23"
"plan1076","Quality Management - 117","17company","2035-03-14",663704.0,"2035-07-29","a5e2706380"
"plan1075","Marketing - 1","1company","2034-04-12",772046.0,"2034-04-22","9aa0356027"
"plan1074","Management - 2","2company","2034-11-03",288045.0,"2034-11-27","a8194c362b"
"plan1073","Customer Service - 9","9company","2034-04-16",0.0,"2034-05-24","d1456531ad"
"plan1072","Dispatch - 113","13company","2034-05-22",0.0,"2034-06-29","4432304fc7"
"plan1071","Operations - 2","2company","2033-02-25",734741.0,"2033-04-27","c27055a7ab"
"plan1070","Human Resources - 117","17company","2034-02-04",171208.0,"2034-03-08","df3ce00d73"
"plan1051","Legal - 9","9company","2033-11-06",406270.0,"2033-11-06","68226021f8"
"plan1058","Legal - 117","17company","2031-07-22",0.0,"2031-11-26","5c94e302f2"
"plan1057","Customer Service - 7","7company","2031-03-04",0.0,"2031-09-26","77cf103dd9"
"plan1056","Production - 5","5company","2033-11-23",0.0,"2033-11-23","c8dfcca16f"
"plan1054","Marketing - 6","6company","2033-06-12",0.0,"2033-08-15","02e7a841e7"
