"ID","ID (Staffing Plan Detail)","Vacancies (Staffing Plan Detail)","Total Estimated Cost (Staffing Plan Detail)","Designation (Staffing Plan Detail)","Estimated Cost Per Position (Staffing Plan Detail)","Current Count (Staffing Plan Detail)","Number Of Positions (Staffing Plan Detail)","Current Openings (Staffing Plan Detail)"
"plan1669","e9aed629b2",0,0.0,"Accountant",74951.0,0,0,0
"plan1668","c70f75e70e",7,611702.0,"Accountant",87386.0,0,7,0
"plan1667","5e57153536",0,0.0,"Engineer",55700.0,0,0,0
"plan1666","a6b0cea8f4",8,909056.0,"HR Manager",113632.0,0,8,0
"plan1665","505fbdb081",0,0.0,"Associate",102115.0,0,0,0
"plan1662","b99f7a143e",11,1333409.0,"Secretary",121219.0,0,11,0
"plan1612","82430624c0",0,0.0,"Associate",89933.0,0,0,0
"plan1611","6ed4449990",0,0.0,"Associate",140875.0,0,0,0
"plan1608","e1d102a663",10,1023370.0,"Secretary",102337.0,0,10,0
"plan1607","5dde3a4ff1",10,556090.0,"Administrative Officer",55609.0,0,10,0
"plan1606","d5fd4081b5",3,199617.0,"Business Development Manager",66539.0,0,3,0
"plan1605","3c587937e8",6,452934.0,"Associate",75489.0,0,6,0
"plan1604","0c79e7bfdc",11,1032141.0,"Head of Marketing and Sales",93831.0,0,11,0
"plan1603","546fdfffa6",0,0.0,"Associate",140597.0,0,0,0
"plan1602","fa12d7ac43",2,204582.0,"Secretary",102291.0,0,2,0
"plan1601","cedf973042",0,0.0,"Head of Marketing and Sales",123876.0,0,0,0
"plan1599","5edd011381",2,197976.0,"HR Manager",98988.0,0,2,0
"plan1598","78ed145ce5",2,222164.0,"Project Manager",111082.0,0,2,0
"plan1596","c5b4d550ab",0,0.0,"Administrative Officer",72675.0,0,0,0
"plan1595","7d29a12808",0,0.0,"Head of Marketing and Sales",103801.0,0,0,0
"plan1593","2f867f4a3f",0,0.0,"Engineer",61408.0,0,0,0
"plan1592","5952ddd1d3",2,251712.0,"HR Manager",125856.0,0,2,0
"plan1591","f084d8b291",4,242188.0,"Accountant",60547.0,0,4,0
"plan1589","94ab7dde76",4,268540.0,"Project Manager",67135.0,0,4,0
"plan1588","0d5447ebf9",6,815766.0,"Software Developer",135961.0,0,6,0
"plan1587","bd91a10947",5,526600.0,"Engineer",105320.0,0,5,0
"plan1586","9748e7681d",7,585298.0,"Engineer",83614.0,0,7,0
"plan1585","b00f020a93",11,879285.0,"Analyst",79935.0,0,11,0
"plan1584","d7fe43aed1",3,368634.0,"Researcher",122878.0,0,3,0
"plan1581","60590eca87",0,0.0,"Associate",67147.0,0,0,0
"plan1580","60e9d3c2d7",7,673617.0,"Researcher",96231.0,0,7,0
"plan1578","5f48101603",8,529240.0,"Project Manager",66155.0,0,8,0
"plan1577","5978c87355",3,240018.0,"Secretary",80006.0,0,3,0
"plan1576","1ddd6223c3",2,158898.0,"HR Manager",79449.0,0,2,0
"plan1575","5b853d0653",8,1074264.0,"Analyst",134283.0,0,8,0
"plan1572","ca2cc59504",0,0.0,"Researcher",59691.0,0,0,0
"plan1567","45c58a5e6d",0,0.0,"Researcher",123207.0,0,0,0
"plan1566","e62025e23f",0,0.0,"Secretary",54881.0,0,0,0
"plan1564","6eff7d3350",0,0.0,"Administrative Officer",100811.0,0,0,0
"plan1563","df6108fd05",6,519900.0,"Administrative Officer",86650.0,0,6,0
"plan1561","27b71e54cd",7,449862.0,"Accountant",64266.0,0,7,0
"plan1560","06c0b62cc3",3,175869.0,"Project Manager",58623.0,0,3,0
"plan1559","b450318086",0,0.0,"Software Developer",55603.0,0,0,0
"plan1558","91f4521719",9,1277811.0,"Administrative Officer",141979.0,0,9,0
"plan1556","8c2e3399a2",0,0.0,"Head of Marketing and Sales",98696.0,0,0,0
"plan1553","0674058b8e",3,373851.0,"HR Manager",124617.0,0,3,0
"plan1552","b0d22e9440",0,0.0,"Secretary",107321.0,0,0,0
"plan1551","4cfa69d685",8,585440.0,"Project Manager",73180.0,0,8,0
"plan1549","734d2eb964",4,399276.0,"Associate",99819.0,0,4,0
"plan1548","102cbf4c96",11,1230537.0,"Project Manager",111867.0,0,11,0
"plan1547","441f357521",0,0.0,"Designer",94455.0,0,0,0
"plan1545","fdf438027b",8,453984.0,"Project Manager",56748.0,0,8,0
"plan1544","3cd3d00fc9",0,0.0,"Administrative Officer",139845.0,0,0,0
"plan1542","b84ca35c88",7,741216.0,"Project Manager",105888.0,0,7,0
"plan1540","34365637f2",4,515820.0,"Secretary",128955.0,0,4,0
"plan1539","d60ebef1ec",4,415544.0,"Accountant",103886.0,0,4,0
"plan1538","d4c966b78e",9,685107.0,"Software Developer",76123.0,0,9,0
"plan1537","bdd28b88f0",3,183234.0,"Software Developer",61078.0,0,3,0
"plan1536","eb9922d597",7,551656.0,"Designer",78808.0,0,7,0
"plan1535","52e092a942",10,503640.0,"Software Developer",50364.0,0,10,0
"plan1534","8bbf153bea",7,767970.0,"Software Developer",109710.0,0,7,0
"plan1533","4ccf01446e",0,0.0,"Analyst",84501.0,0,0,0
"plan1532","2375d5a8bb",0,0.0,"Project Manager",146741.0,0,0,0
"plan1530","c500983e45",5,264415.0,"Secretary",52883.0,0,5,0
"plan1529","2ceb1ff9f3",5,252805.0,"Business Development Manager",50561.0,0,5,0
"plan1528","8a10cbe9ef",0,0.0,"Researcher",61600.0,0,0,0
"plan1527","8a11237cc6",0,0.0,"Associate",130264.0,0,0,0
"plan1525","5e002fd2d0",0,0.0,"Analyst",103056.0,0,0,0
"plan1524","33559db0a6",0,0.0,"HR Manager",106076.0,0,0,0
"plan1522","47d0da536d",0,0.0,"HR Manager",82902.0,0,0,0
"plan1521","c86b4fb1f8",3,156486.0,"Designer",52162.0,0,3,0
"plan1520","10661d322d",5,466105.0,"Designer",93221.0,0,5,0
"plan1519","6da3f1b964",9,646488.0,"Secretary",71832.0,0,9,0
"plan1518","98e1d5eb20",7,369432.0,"Head of Marketing and Sales",52776.0,0,7,0
"plan1517","da26a51cb8",9,871965.0,"Administrative Officer",96885.0,0,9,0
"plan1516","7ae8fd4fb6",3,297234.0,"Software Developer",99078.0,0,3,0
"plan1515","c0ce788a55",3,222639.0,"Analyst",74213.0,0,3,0
"plan1514","bc7bb10eec",11,1030865.0,"Researcher",93715.0,0,11,0
"plan1512","5d6d697347",2,294456.0,"Project Manager",147228.0,0,2,0
"plan1511","dfc0170d75",2,279988.0,"Head of Marketing and Sales",139994.0,0,2,0
"plan1510","860c250d4e",7,938539.0,"HR Manager",134077.0,0,7,0
"plan1509","e4e5bdaffe",2,177244.0,"Associate",88622.0,0,2,0
"plan1508","839514b1eb",11,1334267.0,"Head of Marketing and Sales",121297.0,0,11,0
"plan1506","fdcc6db221",10,739720.0,"Software Developer",73972.0,0,10,0
"plan1504","a78786d50a",4,227924.0,"Researcher",56981.0,0,4,0
"plan1503","d4304e1b54",0,0.0,"Analyst",92459.0,0,0,0
"plan1501","cfb74931bf",0,0.0,"Project Manager",147801.0,0,0,0
"plan1500","4218a331c8",0,0.0,"Business Development Manager",53317.0,0,0,0
"plan1498","9fa7f1a2fa",0,0.0,"Designer",109345.0,0,0,0
"plan1497","27d1718f42",3,273831.0,"Designer",91277.0,0,3,0
"plan1496","79be56ca0a",0,0.0,"Associate",124517.0,0,0,0
"plan1495","4d9a2f71fc",6,447000.0,"Designer",74500.0,0,6,0
"plan1494","43fae29098",5,549570.0,"Accountant",109914.0,0,5,0
"plan1493","dd4562aa63",0,0.0,"Researcher",102009.0,0,0,0
"plan1491","8c7ff9dda2",2,175720.0,"Designer",87860.0,0,2,0
"plan1490","d4a9e0d288",6,463776.0,"HR Manager",77296.0,0,6,0
"plan1489","b10e2e07bc",11,0.0,"Researcher",0.0,0,11,0
"plan1488","9808aaa6bb",4,599860.0,"HR Manager",149965.0,0,4,0
"plan1487","3b30940f10",11,555258.0,"Associate",50478.0,0,11,0
"plan1486","91f7a3195e",0,0.0,"Analyst",54536.0,0,0,0
"plan1485","1dbaa36085",11,1250095.0,"Software Developer",113645.0,0,11,0
"plan1483","c249802fc1",0,0.0,"HR Manager",144435.0,0,0,0
"plan1482","d6c7b32897",3,341274.0,"Associate",113758.0,0,3,0
"plan1481","e1ef68c262",0,0.0,"Analyst",111681.0,0,0,0
"plan1480","970e0e8d56",2,173390.0,"Secretary",86695.0,0,2,0
"plan1479","760db11cb4",8,417864.0,"Administrative Officer",52233.0,0,8,0
"plan1478","4d862c50c4",3,378330.0,"Researcher",126110.0,0,3,0
"plan1477","b92292f394",0,0.0,"Associate",130072.0,0,0,0
"plan1476","a59c4a1e4f",11,1240041.0,"Software Developer",112731.0,0,11,0
"plan1475","03e94c8ae5",11,1280565.0,"Accountant",116415.0,0,11,0
"plan1474","85cc973e78",0,0.0,"Project Manager",0.0,0,0,0
"plan1472","d9566401fe",0,0.0,"Engineer",108665.0,0,0,0
"plan1471","1a5381b67c",0,0.0,"Engineer",94209.0,0,0,0
"plan1470","9ac528286f",0,0.0,"Secretary",146926.0,0,0,0
"plan1469","8d19295f83",6,849936.0,"Head of Marketing and Sales",141656.0,0,6,0
"plan1468","eb644b71fd",0,0.0,"Administrative Officer",140173.0,0,0,0
"plan1467","e366022feb",11,1170565.0,"Secretary",106415.0,0,11,0
"plan1466","70d1b04cfe",5,449925.0,"Project Manager",89985.0,0,5,0
"plan1465","b9dc98f9d8",11,969386.0,"Associate",88126.0,0,11,0
"plan1464","b05ad71f36",10,1200280.0,"Project Manager",120028.0,0,10,0
"plan1463","59c326def6",6,828924.0,"Head of Marketing and Sales",138154.0,0,6,0
"plan1462","ecfc0c4fae",0,0.0,"Software Developer",89891.0,0,0,0
"plan1461","7bbb553708",0,0.0,"Secretary",119057.0,0,0,0
"plan1460","2a1cc171dd",0,0.0,"Associate",79692.0,0,0,0
"plan1459","4698b51933",0,0.0,"Administrative Officer",73665.0,0,0,0
"plan1457","2c4a7bddc2",4,217076.0,"Administrative Officer",54269.0,0,4,0
"plan1456","6a4de2e638",0,0.0,"Software Developer",110372.0,0,0,0
"plan1455","e5443808db",11,986293.0,"Designer",89663.0,0,11,0
"plan1454","73f19d1c4a",5,402490.0,"HR Manager",80498.0,0,5,0
"plan1453","8875456250",5,300895.0,"Project Manager",60179.0,0,5,0
"plan1452","de0acf86ab",11,1614085.0,"Researcher",146735.0,0,11,0
"plan1451","a35edb7a31",0,0.0,"Software Developer",82305.0,0,0,0
"plan1450","1280c1c56f",8,1139168.0,"Head of Marketing and Sales",142396.0,0,8,0
"plan1449","9549e2a2a5",0,0.0,"Secretary",63004.0,0,0,0
"plan1447","4178a2ba87",0,0.0,"Engineer",111788.0,0,0,0
"plan1446","c625ba1b4b",0,0.0,"Analyst",85336.0,0,0,0
"plan1444","7f46a6d08d",11,1183446.0,"Engineer",107586.0,0,11,0
"plan1443","fe8bf879ef",0,0.0,"Analyst",147224.0,0,0,0
"plan1442","2fa9b78893",0,0.0,"Secretary",55177.0,0,0,0
"plan1441","c020770d99",0,0.0,"Head of Marketing and Sales",66686.0,0,0,0
"plan1439","386eaf0d31",3,409179.0,"HR Manager",136393.0,0,3,0
"plan1438","d6b1b317e0",10,1216840.0,"Business Development Manager",121684.0,0,10,0
"plan1437","7e9b540db8",9,1214964.0,"Accountant",134996.0,0,9,0
"plan1436","5597dc6682",9,1221903.0,"Administrative Officer",135767.0,0,9,0
"plan1435","438533d0d3",6,702210.0,"Project Manager",117035.0,0,6,0
"plan1434","4369ccddc6",8,850232.0,"HR Manager",106279.0,0,8,0
"plan1433","1008ad3ff4",4,583412.0,"Analyst",145853.0,0,4,0
"plan1432","89c875242f",0,0.0,"Administrative Officer",59653.0,0,0,0
"plan1431","f61363f114",0,0.0,"Associate",92800.0,0,0,0
"plan1430","cdd02a5208",4,370556.0,"Engineer",92639.0,0,4,0
"plan1429","f80b032b89",0,0.0,"Project Manager",105359.0,0,0,0
"plan1427","683f4ac6e1",0,0.0,"Project Manager",97326.0,0,0,0
"plan1426","8b979789d4",10,616550.0,"Researcher",61655.0,0,10,0
"plan1425","7dce7f3453",5,284735.0,"Engineer",56947.0,0,5,0
"plan1424","c605a71d90",4,550356.0,"Researcher",137589.0,0,4,0
"plan1423","6576844534",0,0.0,"HR Manager",121266.0,0,0,0
"plan1422","e902de5c0a",0,0.0,"Business Development Manager",118727.0,0,0,0
"plan1421","c1244d4f3b",9,1220328.0,"Software Developer",135592.0,0,9,0
"plan1420","149e544a6f",0,0.0,"Researcher",52613.0,0,0,0
"plan1419","2941db0b72",6,798540.0,"Administrative Officer",133090.0,0,6,0
"plan1418","4f620cb775",10,1281760.0,"Designer",128176.0,0,10,0
"plan1416","7bcf3fe1cf",0,0.0,"HR Manager",79891.0,0,0,0
"plan1415","a55c0de39e",0,0.0,"Software Developer",98662.0,0,0,0
"plan1414","849c39d0e8",0,0.0,"Designer",87783.0,0,0,0
"plan1413","8cefa0533c",0,0.0,"Designer",93321.0,0,0,0
"plan1412","760594124b",4,318348.0,"Administrative Officer",79587.0,0,4,0
"plan1411","ece3a3913a",9,718632.0,"Software Developer",79848.0,0,9,0
"plan1410","400fe5207b",0,0.0,"Accountant",59707.0,0,0,0
"plan1409","5536fa4017",0,0.0,"Researcher",99562.0,0,0,0
"plan1408","2fd78cdb19",0,0.0,"HR Manager",71111.0,0,0,0
"plan1407","9c14a97e65",0,0.0,"Administrative Officer",57842.0,0,0,0
"plan1406","03e300d83c",0,0.0,"Analyst",134993.0,0,0,0
"plan1405","6e09a411e2",0,0.0,"Secretary",148315.0,0,0,0
"plan1404","c697bf3c80",0,0.0,"Secretary",67647.0,0,0,0
"plan1403","8a3ae08442",0,0.0,"Software Developer",54964.0,0,0,0
"plan1402","743598034f",0,0.0,"Analyst",132428.0,0,0,0
"plan1401","344e0a4919",11,1251283.0,"Associate",113753.0,0,11,0
"plan1400","55ede9d367",3,425979.0,"Head of Marketing and Sales",141993.0,0,3,0
"plan1346","0a4ed14805",0,0.0,"Engineer",51484.0,0,0,0
"plan1345","a06e118c25",0,0.0,"Administrative Officer",124536.0,0,0,0
"plan1344","551acd494f",0,0.0,"Project Manager",55495.0,0,0,0
"plan1343","512b13fbdc",0,0.0,"Project Manager",124342.0,0,0,0
"plan1341","dad4838466",0,0.0,"Project Manager",98984.0,0,0,0
"plan1340","7c2ddf236c",6,378060.0,"Analyst",63010.0,0,6,0
"plan1338","1b044f4fa0",10,1192680.0,"Associate",119268.0,0,10,0
"plan1336","3b1fb1ed72",7,634158.0,"Researcher",90594.0,0,7,0
"plan1334","de29f574ce",5,416870.0,"Associate",83374.0,0,5,0
"plan1333","03b9d1fca0",11,1606715.0,"Project Manager",146065.0,0,11,0
"plan1330","600f0cecb7",11,890263.0,"Business Development Manager",80933.0,0,11,0
"plan1329","14a36e5e4c",10,1247670.0,"Engineer",124767.0,0,10,0
"plan1328","64f303d608",9,739818.0,"Associate",82202.0,0,9,0
"plan1327","bda8a965fd",0,0.0,"Accountant",54765.0,0,0,0
"plan1325","c588d5efb2",0,0.0,"Accountant",139887.0,0,0,0
"plan1324","46baea080a",0,0.0,"Analyst",128448.0,0,0,0
"plan1322","105fcc539d",0,0.0,"Business Development Manager",52272.0,0,0,0
"plan1320","fa45776abd",0,0.0,"Associate",146546.0,0,0,0
"plan1318","3384d74889",4,525816.0,"Project Manager",131454.0,0,4,0
"plan1317","e8cdf1c1e2",0,0.0,"Project Manager",99546.0,0,0,0
"plan1315","b3d3019669",7,506793.0,"Associate",72399.0,0,7,0
"plan1314","98b4253af8",8,670080.0,"Researcher",83760.0,0,8,0
"plan1312","a5ccdec06e",9,865935.0,"Associate",96215.0,0,9,0
"plan1311","38fabd4116",0,0.0,"Researcher",95932.0,0,0,0
"plan1310","bd2b984e84",0,0.0,"Head of Marketing and Sales",131452.0,0,0,0
"plan1308","d9c28a1f24",7,408485.0,"Researcher",58355.0,0,7,0
"plan1307","eb62ed2206",9,1334061.0,"Secretary",148229.0,0,9,0
"plan1306","4639b8f678",4,576628.0,"Engineer",144157.0,0,4,0
"plan1305","c1fa48b8f4",5,550695.0,"Project Manager",110139.0,0,5,0
"plan1304","d508ecb70e",0,0.0,"Administrative Officer",50744.0,0,0,0
"plan1303","c029d34a4c",8,467976.0,"Software Developer",58497.0,0,8,0
"plan1301","121358c744",4,482768.0,"Head of Marketing and Sales",120692.0,0,4,0
"plan1300","fc37723f06",9,798255.0,"Software Developer",88695.0,0,9,0
"plan1299","7b4b88ceec",0,0.0,"HR Manager",128996.0,0,0,0
"plan1298","af393283d1",0,0.0,"Associate",77188.0,0,0,0
"plan1297","4e417b138e",10,791170.0,"Software Developer",79117.0,0,10,0
"plan1295","8bd97c9dcc",3,268515.0,"Engineer",89505.0,0,3,0
"plan1294","cede846ebd",2,200050.0,"Researcher",100025.0,0,2,0
"plan1293","fdc54b8984",6,829452.0,"HR Manager",138242.0,0,6,0
"plan1291","a0f760e86f",2,136078.0,"Designer",68039.0,0,2,0
"plan1289","87279535d7",11,1546886.0,"Accountant",140626.0,0,11,0
"plan1288","fc81af569f",7,858081.0,"Secretary",122583.0,0,7,0
"plan1284","662d47104b",3,231927.0,"Head of Marketing and Sales",77309.0,0,3,0
"plan1283","0396c34b1b",0,0.0,"Administrative Officer",105754.0,0,0,0
"plan1282","bb96d7a791",4,551012.0,"Software Developer",137753.0,0,4,0
"plan1280","836bfa118a",11,692560.0,"Analyst",62960.0,0,11,0
"plan1279","faadd4d83d",9,802053.0,"HR Manager",89117.0,0,9,0
"plan1278","f33514134c",5,473350.0,"Analyst",94670.0,0,5,0
"plan1277","06504323ae",0,0.0,"Administrative Officer",96891.0,0,0,0
"plan1276","7d93b8d87c",0,0.0,"Accountant",102477.0,0,0,0
"plan1275","7de42e4457",4,334408.0,"Project Manager",83602.0,0,4,0
"plan1270","0e7ac38dd7",8,484248.0,"Engineer",60531.0,0,8,0
"plan1268","05e0d16aec",9,714375.0,"Secretary",79375.0,0,9,0
"plan1267","4bb909e5dc",3,402957.0,"Designer",134319.0,0,3,0
"plan1265","0b156bca1a",0,0.0,"Designer",67148.0,0,0,0
"plan1264","093935ef44",4,519152.0,"Associate",129788.0,0,4,0
"plan1263","cb09a3ee16",0,0.0,"Administrative Officer",137608.0,0,0,0
"plan1262","6fbd57d6d6",6,430104.0,"Administrative Officer",71684.0,0,6,0
"plan1261","c60d27dc11",0,0.0,"Software Developer",69656.0,0,0,0
"plan1260","e19d734fff",7,920556.0,"Secretary",131508.0,0,7,0
"plan1257","41b5ea7710",9,1060389.0,"Analyst",117821.0,0,9,0
"plan1256","3f15b4bbe0",4,309116.0,"Head of Marketing and Sales",77279.0,0,4,0
"plan1255","20d092f72d",4,434076.0,"Head of Marketing and Sales",108519.0,0,4,0
"plan1254","fd50ea2ebd",7,590415.0,"Software Developer",84345.0,0,7,0
"plan1253","7fe3668e8d",10,630430.0,"Designer",63043.0,0,10,0
"plan1250","8399bd7d13",4,562796.0,"Head of Marketing and Sales",140699.0,0,4,0
"plan1249","ab6216043e",5,664615.0,"Engineer",132923.0,0,5,0
"plan1248","810b2df7d2",7,512309.0,"Secretary",73187.0,0,7,0
"plan1247","c865ebf154",5,406555.0,"Business Development Manager",81311.0,0,5,0
"plan1246","661a09825c",4,527224.0,"HR Manager",131806.0,0,4,0
"plan1245","5ecb5a5628",3,447645.0,"Head of Marketing and Sales",149215.0,0,3,0
"plan1244","261d3082d8",0,0.0,"Project Manager",82664.0,0,0,0
"plan1243","e622205888",11,1267035.0,"Researcher",115185.0,0,11,0
"plan1241","ebc2c981fe",0,0.0,"Researcher",55963.0,0,0,0
"plan1240","2563fa7ce9",0,0.0,"Administrative Officer",146077.0,0,0,0
"plan1238","5766dd847a",5,724990.0,"Administrative Officer",144998.0,0,5,0
"plan1237","5ea6df8685",5,314285.0,"Accountant",62857.0,0,5,0
"plan1236","b9bed05b4b",7,806897.0,"Project Manager",115271.0,0,7,0
"plan1235","ae9587d407",0,0.0,"Engineer",105409.0,0,0,0
"plan1234","ec6dc64165",0,0.0,"Head of Marketing and Sales",105890.0,0,0,0
"plan1233","6e93028d81",0,0.0,"Secretary",87604.0,0,0,0
"plan1232","2f9861dd9e",7,899115.0,"Accountant",128445.0,0,7,0
"plan1231","dfd2e4ba9d",11,1014475.0,"Engineer",92225.0,0,11,0
"plan1230","0534f06406",8,1174632.0,"Analyst",146829.0,0,8,0
"plan1229","0e56ce965a",8,864344.0,"Head of Marketing and Sales",108043.0,0,8,0
"plan1228","f6efca33ba",0,0.0,"Accountant",59382.0,0,0,0
"plan1227","302b200695",6,868266.0,"Associate",144711.0,0,6,0
"plan1226","988d3eab90",6,441378.0,"Head of Marketing and Sales",73563.0,0,6,0
"plan1224","3cd858e306",11,1238479.0,"HR Manager",112589.0,0,11,0
"plan1223","9851e052a4",6,387462.0,"Engineer",64577.0,0,6,0
"plan1222","bba3e4b4d0",7,627991.0,"Researcher",89713.0,0,7,0
"plan1221","423f2fb4ca",9,617067.0,"Secretary",68563.0,0,9,0
"plan1220","ce2b35038b",0,0.0,"Project Manager",106241.0,0,0,0
"plan1218","111f764fa0",9,776124.0,"Secretary",86236.0,0,9,0
"plan1217","6fca712117",2,277692.0,"Analyst",138846.0,0,2,0
"plan1216","0f1f4bf60d",0,0.0,"Analyst",108177.0,0,0,0
"plan1215","975cd2eedb",0,0.0,"Project Manager",61469.0,0,0,0
"plan1214","84d7e446db",9,860373.0,"Business Development Manager",95597.0,0,9,0
"plan1213","c4e1740d09",9,1315593.0,"Software Developer",146177.0,0,9,0
"plan1212","b1c00d22ea",11,1634083.0,"Researcher",148553.0,0,11,0
"plan1211","2247eee4e4",0,0.0,"HR Manager",147636.0,0,0,0
"plan1210","af7b9e9d30",5,548165.0,"Administrative Officer",109633.0,0,5,0
"plan1208","d48fc4358b",7,983626.0,"Head of Marketing and Sales",140518.0,0,7,0
"plan1207","cfe558ee36",2,165460.0,"Associate",82730.0,0,2,0
"plan1206","087d19977d",7,520107.0,"Designer",74301.0,0,7,0
"plan1205","84ecde31b8",5,449720.0,"Researcher",89944.0,0,5,0
"plan1204","a5a050f9fa",0,0.0,"Designer",98067.0,0,0,0
"plan1203","f5ebe2dc67",0,0.0,"Administrative Officer",106347.0,0,0,0
"plan1202","d7e280e996",8,965344.0,"HR Manager",120668.0,0,8,0
"plan1201","28c2d56cde",0,0.0,"Associate",145653.0,0,0,0
"plan1200","243c1d9a01",6,753582.0,"Analyst",125597.0,0,6,0
"plan1198","2e7485ee15",3,428397.0,"Project Manager",142799.0,0,3,0
"plan1197","f386510411",0,0.0,"Project Manager",68225.0,0,0,0
"plan1195","65f1da4ff9",0,0.0,"Secretary",51586.0,0,0,0
"plan1194","5cd7bfd095",8,850952.0,"Project Manager",106369.0,0,8,0
"plan1192","f721313119",0,0.0,"Designer",103242.0,0,0,0
"plan1191","eed320a85c",0,0.0,"Analyst",125760.0,0,0,0
"plan1190","8db0fd227d",0,0.0,"Associate",108930.0,0,0,0
"plan1189","0a89da9205",0,0.0,"Software Developer",139109.0,0,0,0
"plan1188","635c4556e2",0,0.0,"Secretary",101341.0,0,0,0
"plan1187","647775796a",10,813350.0,"Accountant",81335.0,0,10,0
"plan1186","f9e868e19d",0,0.0,"Project Manager",138899.0,0,0,0
"plan1185","90d52db2ea",0,0.0,"Project Manager",84405.0,0,0,0
"plan1184","69312faf28",10,1085820.0,"Secretary",108582.0,0,10,0
"plan1183","3331ac60ee",0,0.0,"Accountant",125966.0,0,0,0
"plan1182","acf6c7df9e",0,0.0,"Business Development Manager",124146.0,0,0,0
"plan1181","bedf242815",7,639898.0,"Software Developer",91414.0,0,7,0
"plan1180","0626c4016c",0,0.0,"Head of Marketing and Sales",105581.0,0,0,0
"plan1179","e4067a20cb",0,0.0,"HR Manager",53111.0,0,0,0
"plan1178","0b311417f9",0,0.0,"HR Manager",59191.0,0,0,0
"plan1177","2fd5c4a94a",9,539325.0,"Secretary",59925.0,0,9,0
"plan1176","625b647ae8",2,144320.0,"Secretary",72160.0,0,2,0
"plan1175","e7b9c7d427",2,140966.0,"Secretary",70483.0,0,2,0
"plan1174","52099a7937",7,802137.0,"Business Development Manager",114591.0,0,7,0
"plan1173","50d0c207c9",2,198900.0,"Head of Marketing and Sales",99450.0,0,2,0
"plan1172","9a785fdb60",0,0.0,"Project Manager",58302.0,0,0,0
"plan1171","22efb3212b",9,769455.0,"Analyst",85495.0,0,9,0
"plan1170","08beea2006",11,1393975.0,"Engineer",126725.0,0,11,0
"plan1169","446ca29178",7,359821.0,"Designer",51403.0,0,7,0
"plan1167","cfe1977313",11,1244243.0,"Engineer",113113.0,0,11,0
"plan1166","1a3f5c83ae",0,0.0,"Project Manager",54034.0,0,0,0
"plan1165","39a1a639a1",7,1007580.0,"Software Developer",143940.0,0,7,0
"plan1164","c58a70bdd5",0,0.0,"Analyst",66483.0,0,0,0
"plan1163","f5b05b9551",0,0.0,"Accountant",51795.0,0,0,0
"plan1162","bd409d857c",2,154988.0,"Engineer",77494.0,0,2,0
"plan1161","1492575e98",0,0.0,"HR Manager",148710.0,0,0,0
"plan1160","4b858aa718",0,0.0,"Designer",147183.0,0,0,0
"plan1159","9cc6e10660",4,465364.0,"Researcher",116341.0,0,4,0
"plan1158","851471d660",5,499135.0,"Accountant",99827.0,0,5,0
"plan1157","349cc015d3",0,0.0,"Software Developer",98472.0,0,0,0
"plan1156","916be79d4e",0,0.0,"Accountant",92758.0,0,0,0
"plan1155","784efa56e0",8,677360.0,"HR Manager",84670.0,0,8,0
"plan1154","42db7d2c61",8,751744.0,"Administrative Officer",93968.0,0,8,0
"plan1153","4676540915",5,463690.0,"Project Manager",92738.0,0,5,0
"plan1152","16e009b8e1",10,1187690.0,"Administrative Officer",118769.0,0,10,0
"plan1151","d5ac981be9",0,0.0,"Software Developer",87652.0,0,0,0
"plan1150","ebd3491a35",6,590586.0,"Project Manager",98431.0,0,6,0
"plan1149","326d9d2a4f",11,708477.0,"Head of Marketing and Sales",64407.0,0,11,0
"plan1147","5c4d686f4b",5,301365.0,"Engineer",60273.0,0,5,0
"plan1146","3254139f41",0,0.0,"Head of Marketing and Sales",93531.0,0,0,0
"plan1145","ede2a8f483",4,387500.0,"Project Manager",96875.0,0,4,0
"plan1144","ac99e9d9e7",0,0.0,"Project Manager",143796.0,0,0,0
"plan1143","dfed66ee7c",0,0.0,"Secretary",118171.0,0,0,0
"plan1142","fc4dda9c91",0,0.0,"Engineer",137528.0,0,0,0
"plan1141","58885766d1",0,0.0,"Administrative Officer",144494.0,0,0,0
"plan1139","c9b5433822",0,0.0,"Analyst",102648.0,0,0,0
"plan1138","e37ee175f5",0,0.0,"HR Manager",63892.0,0,0,0
"plan1137","005269c079",9,1254033.0,"Business Development Manager",139337.0,0,9,0
"plan1136","cbe2642ace",8,699568.0,"Associate",87446.0,0,8,0
"plan1135","f2c067a180",0,0.0,"Software Developer",82938.0,0,0,0
"plan1134","89ca56e5c9",6,841026.0,"Project Manager",140171.0,0,6,0
"plan1133","c0454acf93",8,716120.0,"Designer",89515.0,0,8,0
"plan1132","70b367a637",0,0.0,"Software Developer",89153.0,0,0,0
"plan1130","ffe1e7931a",0,0.0,"Administrative Officer",122248.0,0,0,0
"plan1129","494664c6de",6,586470.0,"Researcher",97745.0,0,6,0
"plan1128","71b1b761f0",0,0.0,"Designer",133264.0,0,0,0
"plan1127","9482134462",0,0.0,"Researcher",137865.0,0,0,0
"plan1126","c3b9523e83",9,844497.0,"HR Manager",93833.0,0,9,0
"plan1125","833ac46f39",0,0.0,"Researcher",147658.0,0,0,0
"plan1124","8ef09f388c",0,0.0,"Head of Marketing and Sales",146086.0,0,0,0
"plan1122","a9afe5ecfe",0,0.0,"Analyst",80673.0,0,0,0
